,Texto,Usuario,Fuente,Conteo de retweets,Conteo de favoritos
632,SOS de Papalote Museo del Niño; está en riesgo de desaparecer | Video https://t.co/J1SBo3r0ou https://t.co/d55J8iHy11,AristeguiOnline,Hootsuite Inc.,35,54
633,"Trump agradece a López Obrador su amistad y envío de 27 mil soldados para resguardar la frontera
https://t.co/FaGVFSHD4Y https://t.co/WXDz4AY0lV",AristeguiOnline,Hootsuite Inc.,35,202
634,"Personas con síndrome de Down, un grupo olvidado en la vacunación contra el Covid-19, alertó @PIH y @CES_Mexico 
https://t.co/RB6ksWAhwS https://t.co/9NJqfAlULu",AristeguiOnline,Hootsuite Inc.,35,105
635,Congreso de EU certifica victoria de Biden horas después del asalto al Capitolio https://t.co/KisCOwQyx5 https://t.co/7Dvit3QDOQ,AristeguiOnline,Hootsuite Inc.,35,305
636,Francia estudia nuevo cierre de 21 días por repunte de casos de Covid-19 https://t.co/0g81VHtEJf https://t.co/Jkl47A8zHp,AristeguiOnline,Hootsuite Inc.,35,127
637,"Ofrece Walmart México apoyo para módulos de vacunación anti-Covid
https://t.co/HQhczZXfFM https://t.co/U91az0gPsM",AristeguiOnline,Hootsuite Inc.,35,263
638,Viaja López-Gatell a Argentina para conocer experiencia con vacuna Sputnik V https://t.co/XZJipIpbZE https://t.co/Q5E9EAPgkK,AristeguiOnline,Hootsuite Inc.,35,306
639,"No hay manera de considerar como esenciales a los restaurantes: Sheinbaum
https://t.co/F2UMxQMHlv https://t.co/tPPZPOJ4S7",AristeguiOnline,Hootsuite Inc.,35,195
640,"Defiende AMLO a Bartlett: 'No es con él, es conmigo'
https://t.co/M1omZoQu89 https://t.co/hoWelcXgWO",AristeguiOnline,Hootsuite Inc.,35,164
641,"Hallan bajorrelieve con la imagen de un águila real en el Templo Mayor
https://t.co/qmdbcVpvCF https://t.co/0wM5ioAZ16",AristeguiOnline,Hootsuite Inc.,34,280
642,#LoMásLeído | Descubren restaurante de comida rápida bajo las cenizas de Pompeya | Fotos y video https://t.co/RUvmTNlyLR https://t.co/wPfJO44zeB,AristeguiOnline,Hootsuite Inc.,34,295
643,"#AristeguiEnVivo | Presentamos la segunda parte de la entrevista con el ex coordinador de operaciones internacionales de la DEA, Mike Vigil, sobre las afirmaciones del Fiscal Gertz Manero en torno al caso Cienfuegos https://t.co/jxIIa302Hm https://t.co/Y8T0cbM6xF",AristeguiOnline,Hootsuite Inc.,34,104
644,Ya hay mercado negro de cilindros robados para vender oxígeno: Profeco https://t.co/1PSmFATfdk https://t.co/Zq09LTaKHT,AristeguiOnline,Hootsuite Inc.,34,91
645,"#ÚltimaHora Este es el expediente del caso del general Salvador Cienfuegos
https://t.co/t1psqV3w4E https://t.co/TglrVdAaat",AristeguiOnline,Hootsuite Inc.,34,70
646,Ya están tras las rejas 60% de los responsables del tráfico de tanques de oxígeno: Rodríguez https://t.co/PtcDZEHpgW https://t.co/3ku974K2O1,AristeguiOnline,Hootsuite Inc.,34,188
647,Actualización | Desmiente Arquidiócesis supuesta muerte de cardenal Norberto Rivera; continúa en hospital por Covid-19 https://t.co/sgRg98WcsA https://t.co/HMh2T6xHA4,AristeguiOnline,Hootsuite Inc.,34,193
648,"Slim, quien celebra su cumpleaños 81, permanece en el hospital por Covid: Galván Ochoa https://t.co/zt6Od53iOR https://t.co/MSBzDu7bYz",AristeguiOnline,Hootsuite Inc.,34,178
649,"Fragmentos de una Mujer', 'Familia de Medianoche' y otras tres películas para ver en casa I Videos https://t.co/EfmpQSKVYa https://t.co/vAot35Z9Ja",AristeguiOnline,Hootsuite Inc.,34,141
650,Caso Cienfuegos 'lo voy a llevar a nivel internacional': fiscal Gertz https://t.co/NsX2HbjYRK https://t.co/BrGKWcDHRu,AristeguiOnline,Hootsuite Inc.,34,163
651,Twitter no comercializa bots; lo que le podemos recriminar es que los permite: Páez https://t.co/GopOQxOLqw https://t.co/Hl3o6L7mGU,AristeguiOnline,Hootsuite Inc.,34,137
652,"Los países ricos vacunan mientras los menos desarrollados observan, alega OMS
https://t.co/lP1TuFTNR7 https://t.co/PVrXStvt4t",AristeguiOnline,Hootsuite Inc.,34,127
653,"Ocupación violenta del Capitolio de EU deja 4 muertos y 52 arrestos
https://t.co/UsoSjeRi4Y https://t.co/L224gl0e0p",AristeguiOnline,Hootsuite Inc.,34,105
654,"Por la pandemia, hay entre 119 millones y 124 millones de nuevos pobres: Banco Mundial https://t.co/FIca92bfdC https://t.co/s92paSZXdn",AristeguiOnline,Hootsuite Inc.,34,72
655,Se reúne AMLO con candidata de Juntos haremos historia por gubernatura de NL https://t.co/mivxAunzkN https://t.co/5UoOa486zW,AristeguiOnline,Hootsuite Inc.,34,330
656,Critica UE a China por encarcelar a periodista que reportó sobre el Covid https://t.co/b7rFxr01tQ https://t.co/dI5WD38xFX,AristeguiOnline,Hootsuite Inc.,34,111
657,"Por primera vez, un presidente se atreve a confiar en las mujeres para pacificar al país: Rodríguez
https://t.co/t7wc5Rwdqo https://t.co/KVvKKdIcf6",AristeguiOnline,Hootsuite Inc.,34,230
658,"Se han aplicado 87 mil vacunas de Covid-19, pero esta semana la cifra se disparará a 400 mil: López-Gatell https://t.co/xYcFSXot7a https://t.co/Z5X3iNTqW7",AristeguiOnline,Hootsuite Inc.,34,182
659,"Estudia Salud caso de médica que tuvo ""crisis convulsivas"" tras recibir vacuna contra Covid-19
https://t.co/LSXzPquMzH https://t.co/Xob0Imj4y6",AristeguiOnline,Hootsuite Inc.,34,104
660,"Puebla, en alerta de riesgo máximo por alza de contagios Covid-19 | #Video
https://t.co/4mwsnDsHds https://t.co/JZXb6oiIEx",AristeguiOnline,Hootsuite Inc.,34,92
661,"Líderes latinoamericanos celebran negativa a extradición de Assange; EU expresa su descontento
https://t.co/ehfswxWcFB https://t.co/FHJ0sAwB97",AristeguiOnline,Hootsuite Inc.,34,161
662,Aumentó 700% demanda de oxígeno https://t.co/ULGvlsX2Mg https://t.co/QMWAn3Q8up,AristeguiOnline,Hootsuite Inc.,34,117
663,Publicar expediente Cienfuegos viola tratado y pone en duda si EU compartirá información con México: Departamento de Justicia https://t.co/5fBdBbhzEP https://t.co/GdRm2dDeLy,AristeguiOnline,Hootsuite Inc.,34,116
664,No hay motivo para aumentar precio de oxígeno medicinal: Profeco https://t.co/HfUJJv0746,AristeguiOnline,Hootsuite Inc.,34,130
665,Valle de México rebasa por primera vez los 9 mil 600 hospitalizados por Covid-19 https://t.co/gbhly3eOxe https://t.co/Qmulf3UQPy,AristeguiOnline,Hootsuite Inc.,34,81
666,"El presidente está evolucionando bien y está de buen humor: López-Gatell
https://t.co/1elchP8Nce https://t.co/3hbWCBE345",AristeguiOnline,Hootsuite Inc.,34,411
667,"#AristeguiEnVivo | Inegi dio a conocer hoy las muertes totales en México entre enero y agosto de 2020. Es un ejercicio extraordinario que expone las 683 mil defunciones, cuando se esperaban cerca de 500 mil, es decir, han fallecido 184 mil en exceso https://t.co/xwHE8fvBgh https://t.co/ubFjBR9BZX",AristeguiOnline,Twitter Web App,33,68
668,"#AristeguiEnVivo | Se ha observado el que virus se queda en el cabello hasta nueve horas. Cambiarse y ducharse, o al menos limpiarse, no está demás. Lo más importante es lavarse las manos, precisa @roslemusmartin, Dra. en biología molecular https://t.co/kwLNebwZAU https://t.co/kMq4qqp3i0",AristeguiOnline,Twitter Web App,33,145
669,Elementos de la Guardia Nacional de EU duermen en el Congreso a días de la toma de protesta de Biden https://t.co/maYLy3AKzg https://t.co/t5ghGG1Tc6,AristeguiOnline,Hootsuite Inc.,33,95
670,"#AristeguiEnVivo | Los hechos ocurridos ayer en el Capitolio exponen claramente lo que ha sido la presidencia y el legado de Donald Trump: un país totalmente polarizado donde grupos supremacistas usan la violencia, explica @JJesusEsquivel  👉 https://t.co/m8r8CWYBA7 https://t.co/61KDMOUjtI",AristeguiOnline,Hootsuite Inc.,33,130
671,Afirma Ebrard que hay desacuerdo mundial por la censura en redes sociales https://t.co/dnFjnTLLUJ https://t.co/2BOjq7ts7q,AristeguiOnline,Hootsuite Inc.,33,210
672,"Murió el editor y artista plástico José Clemente Orozco Farías
https://t.co/sKi4O0Ceip https://t.co/2zW2fLMJf5",AristeguiOnline,Hootsuite Inc.,33,173
673,"No se permitirá ‘agandalle’ en vacunación contra Covid-19: Zoé Robledo
https://t.co/GYsLYNVlFd https://t.co/bxQ6npgV2E",AristeguiOnline,Hootsuite Inc.,33,160
674,"Llegan dos cargamentos más de vacunas contra coronavirus a México; suman 107 mil 230 dosis
https://t.co/dUpC5pHFqY https://t.co/VDU25yYDfm",AristeguiOnline,Hootsuite Inc.,33,188
675,Organismos autónomos 'cuestan mucho y no sirven': AMLO https://t.co/gjebNB4PU8 https://t.co/DdPB5KW0Wf,AristeguiOnline,Hootsuite Inc.,33,226
676,México tiene buenas relaciones con gobiernos y pueblos del mundo y por eso nos llegan vacunas: AMLO | Video https://t.co/YoaZyGn4KW https://t.co/tKelaaQowo,AristeguiOnline,Hootsuite Inc.,33,282
677,Caro Quintero mandó corona fúnebre por muerte de hijo de 'El Azul' https://t.co/5J2OkH5vtY https://t.co/OEZBZdNGA7,AristeguiOnline,Hootsuite Inc.,33,204
678,Expediente Ayotzinapa que publicó Reforma es real; investigación sigue abierta: AMLO https://t.co/7HFBRNgwUG https://t.co/ThnZowVBmv,AristeguiOnline,Hootsuite Inc.,33,82
679,"Covid-19, irrefrenable en México: mil 106 muertes más y récord en nuevos casos: 21 mil 366 | Gráficas
https://t.co/Xg1It0pzES https://t.co/I5FVIm36uB",AristeguiOnline,Hootsuite Inc.,33,48
680,"Posee UNAM más de mil archivos sonoros ""únicos e irrepetibles"" de diversas regiones de México: académica | Video  https://t.co/v0YJRjPz9n https://t.co/yJocaktZn0",AristeguiOnline,Hootsuite Inc.,33,173
681,Fijan plazo a rancho para aclarar caza de bisonte https://t.co/ICZ9e59CDR https://t.co/taZ8zwTSPw,AristeguiOnline,Hootsuite Inc.,33,246
682,"#AristeguiEnVivo | Los colectivos tan garantistas de la presunción de inocencia ahora me descalifican por no ejercer acción penal sin elementos, ¿de dónde salen los centavos?: Alejandro Gertz Manero, titular de @FGRMexico 

Aquí 👉https://t.co/nprYmejCt6 https://t.co/SAWTu5BpFT",AristeguiOnline,Twitter for iPhone,33,88
683,"Líderes militares de EU condenan el asalto al Capitolio y reafirman su apoyo a Biden | Documento
https://t.co/v1ElyOwkZ3 https://t.co/OKsrCAJhtI",AristeguiOnline,Hootsuite Inc.,33,167
684,'Ya no estoy aquí' competirá por un Goya en España https://t.co/5DxZdd4zRO https://t.co/sTwwR34B9l,AristeguiOnline,Hootsuite Inc.,33,413
685,Caso Cienfuegos causará problemas en la confianza sobre el intercambio de información entre México y EU: Esquivel https://t.co/zrCKY6Z02m https://t.co/65fr3gZkuv,AristeguiOnline,Hootsuite Inc.,33,175
686,"Por primera vez, dos mujeres presidirán la Primera y la Segunda Salas de la SCJN | #Videos
https://t.co/i00kQPF1ZJ https://t.co/NVo6s95KF9",AristeguiOnline,Hootsuite Inc.,33,195
687,La reina Elizabeth y el duque de Edimburgo reciben la vacuna anti-Covid https://t.co/p1EvDCOJDw https://t.co/SguN8oORee,AristeguiOnline,Hootsuite Inc.,33,363
688,"'No tengo invitación y he decidido salir poco', dice AMLO sobre toma de posesión de Biden https://t.co/VVbJQ6DoMG https://t.co/vaBj6hF8Z9",AristeguiOnline,Hootsuite Inc.,33,244
689,"No pagamos publicidad ni promovemos contenido pagado en ninguna red social. Sin embargo, sí deben transparentarse los criterios sobre cómo circula la información, cuáles son los algoritmos que las empresas aplican a los usuarios @JesusRCuevas 👉https://t.co/wg09wbZVJP https://t.co/C64QxNITzL",AristeguiOnline,Twitter Web App,33,90
690,"Congreso de EU retoma la certificación de Biden tras asalto; ""la violencia nunca gana"": Pence
https://t.co/ydsn4EqIxk https://t.co/0pt9BAksrT",AristeguiOnline,Hootsuite Inc.,33,214
691,"'El chiste es darme en la madre, pero yo no me voy a dejar', afirmó el fiscal Alejandro Gertz Manero durante el programa de #AristeguiEnVivo de esta mañana https://t.co/usIwhHPMnt https://t.co/Wn51onKSfI",AristeguiOnline,Hootsuite Inc.,33,127
692,Inicia la vacunación a docentes en Campeche https://t.co/RZPP9RgWLw https://t.co/oIxSzBGQ1t,AristeguiOnline,Hootsuite Inc.,33,255
693,México podría aprobar en dos días la vacuna rusa Sputnik V: Arturo Herrera https://t.co/rTULUnqvkB https://t.co/6xTB68RLIk,AristeguiOnline,Hootsuite Inc.,33,123
694,Revela AMLO que existe denuncia contra García Luna por contratos con penales privados https://t.co/qDl6p0ODUt https://t.co/IWgnoQWSrv,AristeguiOnline,Hootsuite Inc.,33,107
695,Gráfico interactivo: en 72 días FGR investigó y decidió no procesar a Cienfuegos https://t.co/bZUawhco0m https://t.co/Tz82T8ywBW,AristeguiOnline,Hootsuite Inc.,33,89
696,Vacuna de Pfizer parece efectiva contra una mutación en variantes del virus https://t.co/bOE5eKqlcB https://t.co/gynd5yEWb3,AristeguiOnline,Hootsuite Inc.,33,204
697,Un grave retroceso la posible desaparición del INAI y otros órganos autónomos: Cossío https://t.co/1JM2aBSRLJ https://t.co/C07TCwDmf1,AristeguiOnline,Hootsuite Inc.,32,126
698,"""No tiene nada que ver el documento falso con el evento que sí ocurrió"": Bartlett
https://t.co/YM55U6ta6F https://t.co/fFd5h0mpRU",AristeguiOnline,Hootsuite Inc.,32,150
699,"#AristeguiEnVivo Estamos en vivo con el Dir. de políticas públicas para Twitter, Hugo Rodríguez, Vladimir Cortés, Oficial del Programa de Derechos Digitales en Artículo 19, y Carlos Páez, Director de Mesura, para discutir la aplicación de reglas en Twitter https://t.co/S2pIW60wvh https://t.co/uNCawSFyax",AristeguiOnline,Hootsuite Inc.,32,133
700,Olvidan restricciones por la pandemia y se van a la playa a recibir el año https://t.co/iNwuywGuJj https://t.co/tZ1ceBOlC4,AristeguiOnline,Hootsuite Inc.,32,129
701,"#Alerta | Suspender construcción del muro con México, entre las primeras medidas de Biden https://t.co/sIAmrkgiY9 https://t.co/Z1FAC2176x",AristeguiOnline,Hootsuite Inc.,32,225
702,"Greta le envía tuit de despedida a Trump
https://t.co/26rRgDH9W0 https://t.co/W9TS09T07o",AristeguiOnline,Hootsuite Inc.,32,418
703,"#AristeguiEnVivo | El presidente López Obrador se parece cada vez más a quien sustituyó. Al reclamar que el #INE lo censura, se está 'prianizando', está traicionando una reforma electoral del 2017 que él promovió y aplaudió:  @DeniseDresserG 👉 https://t.co/1TnSUBlxSf https://t.co/F1raZKMxIZ",AristeguiOnline,Twitter Web App,32,183
704,#FelizMiércoles 🙂 | Mortalidad en México por Covid; la crisis del oxígeno; Mesa de Análisis y más. Sigue el programa completo en #AristeguiEnVivo 👉 https://t.co/PJh5RgI6A3 https://t.co/EXEAqO9dfK,AristeguiOnline,Periscope,32,72
705,"El presidente está evolucionando bien y está de buen humor: López-Gatell
https://t.co/GMudnZPEwc https://t.co/YCpmuFNIIe",AristeguiOnline,Hootsuite Inc.,32,255
706,"#AristeguiEnVivo | El documento que dio a conocer la SRE es algo imposible de leer por la cuestión de la ortografía, los alias y las traducciones, pero en general, parece la trama de una farsa, en palabras de @fabriziomejia 👉 https://t.co/6oQARdCDeb https://t.co/5QCs4OWmyf",AristeguiOnline,Twitter Web App,32,71
707,"Muere el periodista Larry King a los 87 años
https://t.co/YwdjGs0Bzy https://t.co/IHaMhlxtQv",AristeguiOnline,Hootsuite Inc.,32,142
708,AMLO: Hubo muy poco profesionalismo de la DEA en investigación a Cienfuegos https://t.co/YiXkwJwLZh https://t.co/6TlRwi9Wy0,AristeguiOnline,Hootsuite Inc.,32,147
709,"Matan a mujer secuestrada en Cuernavaca pese a que familia pagó rescate
https://t.co/7EOcfHuMbv https://t.co/SLQDoBWQJV",AristeguiOnline,Hootsuite Inc.,32,65
710,"Morelos: En hospitales del ISSSTE vacunan a familiares del personal que combate la Covid-19
https://t.co/pjStnLRxyw https://t.co/AlUeVHks6A",AristeguiOnline,Hootsuite Inc.,32,80
711,"Carlos Slim tiene Covid-19 desde hace una semana
https://t.co/frv4KKGcdg https://t.co/wBuJj43RQd",AristeguiOnline,Hootsuite Inc.,32,216
712,Explican cuáles son las razones de género para tipificar el feminicidio https://t.co/ZyOMT4KvIf https://t.co/V7EMhGfP1v,AristeguiOnline,Hootsuite Inc.,32,103
713,"Renuncia secretaria de Educación de EU
https://t.co/6yBgCMlpEV https://t.co/OPuLg2OW5M",AristeguiOnline,Hootsuite Inc.,32,179
714,Alemania adquiere tratamiento anti-Covid que recibió Trump https://t.co/X0kTjxXLe4 https://t.co/JIH8Unls9S,AristeguiOnline,Hootsuite Inc.,32,146
715,Washington parece trinchera de guerra por toma de posesión de Biden: Esquivel https://t.co/An4BY96eL6 https://t.co/PW2jxaeBxy,AristeguiOnline,Hootsuite Inc.,32,95
716,EU anula el programa que separó a más de 3 mil familias migrantes https://t.co/T4BU4NtXP6 https://t.co/T6dMPrOC6j,AristeguiOnline,Hootsuite Inc.,32,203
717,"Murió Amparo Higuera Juárez, integrante de 'Las Jilguerillas' https://t.co/WxXq3saTHm https://t.co/nGjIRcvVRL",AristeguiOnline,Hootsuite Inc.,32,180
718,"#AristeguiEnVivo | A pesar de la distancia entre los reporteros y el presidente en las conferencias matutinas, es posible que haya contagio cuando no hay buena ventilación. Esos periodistas sí deberían hacerse la prueba, explica @roslemusmartin 👉 https://t.co/kwLNebwZAU https://t.co/LPmTOl5IW3",AristeguiOnline,Twitter Web App,32,155
719,"Policías de EU dejan pasar a simpatizantes de Trump a explanada de Capitolio | #Videos
https://t.co/e1vPpc5ycJ https://t.co/7IvlBwnpfb",AristeguiOnline,Hootsuite Inc.,32,108
720,El mundo ya sabe que México corre en dirección contraria en tema del cambio climático: Fernández https://t.co/PMQsTBgSgG https://t.co/sNPdVuasKx,AristeguiOnline,Hootsuite Inc.,32,161
721,García Luna quiere saber quiénes son los testigos en su contra https://t.co/xeugctB8xP https://t.co/wMXGqHd7eE,AristeguiOnline,Hootsuite Inc.,32,137
722,"Del 11 al 25 de enero, México recibirá 1 millón 310 mil 400 vacunas de Pfizer-BioNTech https://t.co/7h8PLJvXqh https://t.co/VDdt33Jcc3",AristeguiOnline,Hootsuite Inc.,32,159
723,"Xochimilco supera los 20 mil casos de Covid-19; revisa aquí el reporte de tu municipio
https://t.co/8DJN859eio https://t.co/yRGyCkZIkt",AristeguiOnline,Hootsuite Inc.,32,75
724,"Cámara captó asesinato de policía en Emiliano Zapata, Morelos https://t.co/q4eHWHAOkK https://t.co/MOUz2GvSi5",AristeguiOnline,Hootsuite Inc.,31,100
725,"No hay impedimento para dar información sobre la salud de AMLO, asegura Jesús Ramírez Cuevas https://t.co/jCRi0GRoj7 https://t.co/Gl8KFoWBge",AristeguiOnline,Hootsuite Inc.,31,108
726,"8 de cada 10 mexicanos, dispuestos a vacunarse contra Covid-19: encuesta https://t.co/0WiD73OaZ1 https://t.co/tEIjRWsal1",AristeguiOnline,Hootsuite Inc.,31,155
727,"Partidos pueden renunciar a tiempos en TV y radio y destinarlos a contenidos contra pandemia: INE
https://t.co/9TAoAOZtR2 https://t.co/R6ZORNUVoe",AristeguiOnline,Hootsuite Inc.,31,84
728,"Exdirectivo de la DEA defiende investigación sobre Cienfuegos y cuestiona papel de la FGR | #Video
https://t.co/M5ERgoJOMF https://t.co/35SQCJboVM",AristeguiOnline,Hootsuite Inc.,31,98
729,"Alcaldía Cuauhtémoc supera los 20 mil casos de Covid-19; revisa el reporte de tu municipio
https://t.co/goBfTuY8gx https://t.co/BucoYFJEF4",AristeguiOnline,Hootsuite Inc.,31,78
730,"No propuse suspender o cancelar conferencias de AMLO: Lorenzo Córdova
https://t.co/ajAOxvFfsl https://t.co/2TDpdAdiYV",AristeguiOnline,Hootsuite Inc.,31,142
731,"Policías de EU dejan pasar a simpatizantes de Trump a explanada de Capitolio | #Videos
https://t.co/fU7BsuwRZ2 https://t.co/eQyZfcQlsb",AristeguiOnline,Hootsuite Inc.,31,120
732,Una nueva teoría podría explicar el origen de la vida en la Tierra https://t.co/m1fqr0BdFQ https://t.co/GKF37dYcjV,AristeguiOnline,Hootsuite Inc.,31,123
733,"'Ya nos toca', dice hijo de AMLO tras aprobación de aborto en Argentina
https://t.co/KARrwxAKZK https://t.co/xSKYz3fk7L",AristeguiOnline,Hootsuite Inc.,31,439
734,"#AristeguiEnVivo | Ya hay nueva vicepresidente de EE.UU.: Kamala Harris ha tomado juramento, la primera mujer en ocupar ese puesto. Joe Biden también jura sobre la Biblia y se convierte en el presidente número 46 de EE.UU. https://t.co/cgXmBdL8gA https://t.co/epUtMVyiVH",AristeguiOnline,Twitter Web App,31,160
735,Promete AMLO que no volverá a ocurrir megaapagón en el país https://t.co/4MSEL6khjF https://t.co/i5K3HcYcZ6,AristeguiOnline,Hootsuite Inc.,31,250
736,"Marcando un hito, Kamala Harris rinde juramento como primera vicepresidenta de EU https://t.co/Sp4kf0YyGp https://t.co/jJiCGWt8wU",AristeguiOnline,Hootsuite Inc.,31,334
737,Documento interno de Pemex alerta de riesgos en refinerías por reducción de personal https://t.co/xPZDJJGuGz https://t.co/0z9PyQMJ9f,AristeguiOnline,Hootsuite Inc.,31,108
738,"'Este es tu momento', dice Obama a Biden a minutos de la toma de protesta https://t.co/xr117uFmjm https://t.co/fTHF5llSIS",AristeguiOnline,Hootsuite Inc.,31,322
739,"Sanofi ayudará a producir 100 millones de dosis de vacunas Pfizer / BioNTech
https://t.co/UnPOHYUl1B https://t.co/kNf36UJU9S",AristeguiOnline,Hootsuite Inc.,31,130
740,DEA tiene que explicar quién fabricó el expediente Cienfuegos: AMLO https://t.co/CZjE50Fbz8 https://t.co/XEwglzzB7d,AristeguiOnline,Hootsuite Inc.,31,161
741,Trump será el primer presidente en ser llevado a juicio político dos veces: Pizarro https://t.co/zUKYmjgR4h https://t.co/e07WiJRQei,AristeguiOnline,Hootsuite Inc.,31,188
742,Falta de operación del Metro afectará a 1.5 millones de usuarios por día: Gaviño https://t.co/0qTBkcj5oE https://t.co/BkV1WZPDiH,AristeguiOnline,Hootsuite Inc.,31,86
743,"Farmacéutica Moderna afirma que su vacuna funcionará contra nuevas variantes de Covid-19
https://t.co/DE1f8xr9wB https://t.co/5ie76oecXN",AristeguiOnline,Hootsuite Inc.,31,306
744,"Británico de 82 años, primera persona en recibir a vacuna de Oxford y AstraZeneca https://t.co/pwUMiMDjhx https://t.co/45X0ac4yTX",AristeguiOnline,Hootsuite Inc.,31,210
745,Comunicaciones de Guerreros Unidos mencionan sobornos a ‘Omarcito’: Anabel Hernández https://t.co/HnFlei5c34 https://t.co/52EAy2S47s,AristeguiOnline,Hootsuite Inc.,31,84
746,Omite FGR vehículo militar en reconstrucción de hechos de balacera en Nuevo Laredo https://t.co/8JA1TS9TTi https://t.co/9GSzGqgIAh,AristeguiOnline,Hootsuite Inc.,31,90
747,"Sin casa, más de 200 damnificados por sismo de 2017 en San Dionisio del Mar, Oaxaca
https://t.co/EtcTTKFAHs https://t.co/Fcj5HZje2b",AristeguiOnline,Hootsuite Inc.,31,77
748,Reviven Fiscalía y Morena acusación contra Salgado Macedonio por caso de violación https://t.co/Ih5VBLJYQp https://t.co/StNwK2RofY,AristeguiOnline,Hootsuite Inc.,31,96
749,Representa un retroceso para la democracia quitar autonomía a los reguladores: IFT https://t.co/x31gI6BRT8 https://t.co/htpRz4tBAv,AristeguiOnline,Hootsuite Inc.,31,115
750,"Capitolio: del fuego de los manifestantes de Trump a la transición pacífica de Biden en una imagen
https://t.co/WcJRnt3Pkx https://t.co/sDpjODZcyq",AristeguiOnline,Hootsuite Inc.,31,218
751,"Voluntaria en Perú de vacuna Sinopharm muere de neumonía por Covid-19: Universidad Cayetano Heredia
https://t.co/zReQtvqcg7 https://t.co/OqCZe3dUlB",AristeguiOnline,Hootsuite Inc.,31,79
752,"Al igual que la CDMX, Edomex seguirá en semáforo rojo https://t.co/nT61xYjTCj https://t.co/Zt42Kv0BqV",AristeguiOnline,Hootsuite Inc.,31,125
753,"🔴 En Vivo | Conferencia de la CFE sobre fallas eléctricas en el país
https://t.co/4pbM3nvNXf https://t.co/jGsHV0suhk",AristeguiOnline,Hootsuite Inc.,31,154
754,"Solo 18 mil personas han recibido las dos dosis de la vacuna contra Covid-19: Especialista | #Entérate
https://t.co/EesGtaJFKQ https://t.co/jyhjrVSuse",AristeguiOnline,Hootsuite Inc.,31,78
755,"Recordemos que en ese momento el Secretario de Defensa Nacional era el general Salvador #Cienfuegos, quien reiteradamente se negó a que el grupo de expertos independientes entrevistara a los militares, que 'nadie tocaba a sus muchachos': Anabel Hernández https://t.co/5Vue3wv4R1 https://t.co/VZDRyzkh41",AristeguiOnline,Twitter Web App,31,84
756,Reino Unido aprueba la vacuna de AstraZeneca-Oxford contra el Covid-19  https://t.co/8XNyCldP3P https://t.co/hQOLdhqizG,AristeguiOnline,Hootsuite Inc.,31,258
757,Hasta 50% de las cuentas de Twitter que hablan de política son automatismos: Páez https://t.co/NvLv7aCfNw https://t.co/GSeuniUfyr,AristeguiOnline,Hootsuite Inc.,30,70
758,Lilly Téllez se lanza contra la vacuna rusa Sputnik V https://t.co/6iM5tUrbkB https://t.co/GlyANCWmxr,AristeguiOnline,Hootsuite Inc.,30,204
759,"Giuliani, abogado de Trump, enfrenta demanda por ""gran mentira"" sobre fraude electoral https://t.co/fluCxXYmMf https://t.co/II32blvVNM",AristeguiOnline,Hootsuite Inc.,30,130
760,Señala AMLO a periodistas críticos: son 'más simpatizantes de la DEA que del pueblo' https://t.co/ntrfu19RgK https://t.co/cJTZapTsh0,AristeguiOnline,Hootsuite Inc.,30,116
761,"OMS descarta inmunidad de rebaño en 2021, pese a vacunas
https://t.co/dAuEadIVx7 https://t.co/diLZceGcnI",AristeguiOnline,Hootsuite Inc.,30,99
762,"Una histórica captura, una deportación sorpresiva y la incógnita sobre la aplicación de la justicia.
https://t.co/GhWgNafjKQ",AristeguiOnline,Twitter Web App,30,66
763,"CDMX seguirá en semáforo rojo pero permitirán reapertura de restaurantes y gimnasios al aire libre
https://t.co/D7Hfi4ELxE https://t.co/RhWOUsq7UE",AristeguiOnline,Hootsuite Inc.,30,118
764,Consume fuego más de 30 locales comerciales en Tulum; no se reportan lesionados https://t.co/g8KTVWi1zl https://t.co/M0epr5760r,AristeguiOnline,Hootsuite Inc.,30,65
765,"Youtuber se registra como precandidato a diputado federal por Morena
https://t.co/Xkm1Pcu4tL https://t.co/j170SpmOcW",AristeguiOnline,Hootsuite Inc.,30,145
766,"EU destinará 4 mil millones de dólares en apoyo a Honduras, El Salvador y Guatemala: AMLO | Video https://t.co/p6yUr5NnGL https://t.co/KcEMnHz1CN",AristeguiOnline,Hootsuite Inc.,30,134
767,"Niña de 10 años muere en Italia luego de hacer el 'black out challenge', el reto viral de TikTok https://t.co/NELwvYvwvZ https://t.co/XdAKPDfSiA",AristeguiOnline,Hootsuite Inc.,30,68
768,Transparencia del gobierno no puede considerarse propaganda electoral: comisionado INAI https://t.co/2HB3r4p6Ng https://t.co/eD1qzjVu7Z,AristeguiOnline,Hootsuite Inc.,30,120
769,"“Quiero insistir que las calumnias en mi contra van más allá de mi persona y de mi familia, van contra las Instituciones Armadas del país y contra el Estado Mexicano” dijo Salvador Cienfuegos a la FGR en su declaración https://t.co/H2lSmkY1zM https://t.co/qWVyipLBOw",AristeguiOnline,Twitter for iPhone,30,103
770,"Disputa por tierras deja 43 familias desplazadas y 17 casas quemadas en Chiapas | #Video
https://t.co/oxot5u17wx https://t.co/E07D3ge2eH",AristeguiOnline,Hootsuite Inc.,30,63
