,Texto,Usuario,Fuente,Conteo de retweets,Conteo de favoritos
1745,"Suspenden siembras a ejidatarios en el oriente de Morelos por escasez de agua
https://t.co/p4pS21iB7A https://t.co/dEhCPhCN1C",AristeguiOnline,Hootsuite Inc.,13,26
1746,"Gobierno Federal no enviará vacunas contra Covid-19 a mexicanos en EU
https://t.co/0vLNjABmhD https://t.co/AxtREUYhwe",AristeguiOnline,Hootsuite Inc.,13,89
1747,"No se repetirá megaapagón en el país, tenemos un buen servicio de energía eléctrica: AMLO https://t.co/AG8M09Rmnq https://t.co/9RJA2E7XFg",AristeguiOnline,Hootsuite Inc.,13,70
1748,"Suspenden permanentemente la cuenta de Donald Trump en Twitter
https://t.co/uN6QUo5R6m https://t.co/tKvlkShYgM",AristeguiOnline,Hootsuite Inc.,13,126
1749,"FGR reitera que Poder Judicial de EU retiró cargos contra general Cienfuegos
https://t.co/Lo2HGExcsb https://t.co/fCOoxBp2U2",AristeguiOnline,Hootsuite Inc.,13,49
1750,"#AristeguiEnVivo | Se pusieron una trampa ellos mismos. Gertz Manero dijo no saber nada del caso; eso es raro, pues todo fue publicado en muchos medios de México. El juez en EE.UU. retiró los cargos porque así lo solicitó México: Mike Vigil https://t.co/TCyauQOlhb https://t.co/tNc0l9u189",AristeguiOnline,Twitter Web App,13,48
1751,"Pasan de 150 mil las muertes por Covid-19 en México; hay 1 millón 771 mil 740 contagios acumulados | Gráficas
https://t.co/lXaqMHT1oi https://t.co/QWnqQS9fu3",AristeguiOnline,Hootsuite Inc.,13,38
1752,Avalan intervalo de hasta 42 días para aplicar segunda dosis de Pfizer https://t.co/n2Qstv59kp https://t.co/2ciU9TrWJq,AristeguiOnline,Hootsuite Inc.,13,60
1753,"Morelos, Nayarit y Oaxaca arrancan vacunación contra Covid-19  https://t.co/v0ysBCeeG2 https://t.co/0RLqkrhLmC",AristeguiOnline,Hootsuite Inc.,13,65
1754,"Aprueba Cámara baja de EU incrementar a 2 mil dólares las ayudas al desempleo por pandemia
https://t.co/QoRwuntgkw https://t.co/MjuWAGRze0",AristeguiOnline,Hootsuite Inc.,13,66
1755,Los boletos para el Super Bowl LV costarán entre 9 mil 540 y 24 mil 750 dólares https://t.co/m7vOZ7QMlf https://t.co/CC5DvqO2zj,AristeguiOnline,Hootsuite Inc.,13,57
1756,"Tras años guardada, pintura de Tintín se vende por 3.2 millones de euros
https://t.co/A2VdIRHg3L https://t.co/M2We0X3eju",AristeguiOnline,Hootsuite Inc.,13,79
1757,"'Será un digno cierre de campaña electoral para una “democracia” fundada por esclavistas y mercaderes capitalistas sobre el modelo del Imperio Romano', escribe Heinz Dieterich esta semana.

https://t.co/1p9paidNrk",AristeguiOnline,Twitter Web App,12,49
1758,"#AristeguiEnVivo | La Capital de EE.UU. está vestida de gala, pero parece una trinchera de guerra debido a la vigilancia y el cierre de calles, avenidas y puentes que ha realizado la Guardia Nacional. Los detalles con @JJesusEsquivel, periodista https://t.co/zf2cU6CLYd https://t.co/XHD06oFevt",AristeguiOnline,Hootsuite Inc.,12,40
1759,"'Cielo de Medianoche', ' Soul' y otras tres películas para ver en casa https://t.co/xTzQOpbWHn https://t.co/Za7R8JUiTd",AristeguiOnline,Hootsuite Inc.,12,50
1760,"#AristeguiEnVivo | Presentamos una confirmación sobre la aspiración a la Alcaldía de Monterrey. Mi intención es contender como candidato ciudadano. Durante meses, ha habido una serie de ataques en contra mía y de mi familia: @colosioriojas 👉 https://t.co/ky7GtPZbr1 https://t.co/RPQXLAwxDa",AristeguiOnline,Hootsuite Inc.,12,85
1761,"Covid: 357 unidades médicas, con ocupación mayor a 70%; busca aquí los hospitales de tu municipio https://t.co/27BTodbjjT https://t.co/CqVEJIrh2W",AristeguiOnline,Hootsuite Inc.,12,36
1762,El mundo recuerda a las víctimas del Holocausto con eventos en línea https://t.co/4ecu0nC1Q3 https://t.co/VUbmzyOcte,AristeguiOnline,Hootsuite Inc.,12,61
1763,Las Plumas de la Serpiente: Testimonios Covid en primera persona https://t.co/EQNKKlkh5y https://t.co/mOo9O26Q0d,AristeguiOnline,Hootsuite Inc.,12,41
1764,#ÚltimaHora Giuseppe Conte renuncia como primer ministro de Italia  https://t.co/lUxli78Lhi https://t.co/G4u2FtthwF,AristeguiOnline,Hootsuite Inc.,12,34
1765,"El 'Ocean Viking' rescata a más de un centenar de migrantes cerca de la costa libia
https://t.co/cwhMWdDynz https://t.co/SlfEBMxOpt",AristeguiOnline,Hootsuite Inc.,12,78
1766,"Pandemia: muerte, lucro político, restaurantes | La última grabación de Manzanero https://t.co/1VrEEqp6bG https://t.co/FP1Pa8JNnw",AristeguiOnline,Hootsuite Inc.,12,40
1767,"Dimite el secretario interino de Seguridad Nacional de Estados Unidos
https://t.co/NXwTqYb8UX https://t.co/uEquwSzaNs",AristeguiOnline,Hootsuite Inc.,12,41
1768,"Reanudarán operaciones este martes líneas 4, 5 y 6 del Metro tras incendio
https://t.co/MlcTF5MsUD https://t.co/DkH7tM7QxS",AristeguiOnline,Hootsuite Inc.,12,47
1769,"Al ser un asunto internacional, lo manejaré de esa forma. No estoy de acuerdo en que una fiscalía autónoma esté involucrada en un asunto que no le corresponde. Los derechos humanos son de todos, como es la presunción de inocencia https://t.co/qg5ZyzSpty https://t.co/McR43TQtVK",AristeguiOnline,Twitter Web App,12,44
1770,"AMLO, el Cardenal y Slim, contagiados de Covid: Galván Ochoa https://t.co/czY29M9uXi https://t.co/YVDK1CM86a",AristeguiOnline,Hootsuite Inc.,12,56
1771,#Titulares🇲🇽 | Charolean para conseguir vacuna y finanzas sanas pese a Covid: Hacienda https://t.co/uD40uG8Xun https://t.co/unGCCERyY3,AristeguiOnline,Hootsuite Inc.,12,25
1772,"OMS descarta inmunidad de rebaño en 2021, pese a vacunas
https://t.co/s8uoHZ0Vjw https://t.co/5Lu4yN24Xm",AristeguiOnline,Hootsuite Inc.,12,39
1773,El canciller @m_ebrard da negativo en la segunda prueba PCR para detectar Covid-19 https://t.co/6XL32EFgBJ https://t.co/aoNPPyMyCp,AristeguiOnline,Hootsuite Inc.,12,133
1774,"Esperábamos que en este sexenio mejoraran condiciones para periodistas, pero no fue así: RSF https://t.co/JGGyRorJ09 https://t.co/sZzoVRWx98",AristeguiOnline,Hootsuite Inc.,12,43
1775,"Papa Francisco condena a quienes actúan contra la democracia, tras asalto al Capitolio de EU https://t.co/YEptIp6r2Z https://t.co/uKmkB9EbQN",AristeguiOnline,Hootsuite Inc.,12,121
1776,"Joe Biden podría nombrar a Roberta Jacobson para coordinar frontera con México
https://t.co/nQCIs8ILrI https://t.co/sMOg9WLRp7",AristeguiOnline,Hootsuite Inc.,12,87
1777,"Biden anuncia paquete de estímulo económico de 1.9 billones de dólares por pandemia
https://t.co/TRNcnE5muc https://t.co/ViBq0VRMuy",AristeguiOnline,Hootsuite Inc.,12,53
1778,‘Armando Manzanero solía decir que había nacido para volar’: Pável Granados https://t.co/8bLubf59Jb https://t.co/EZ1Zbx4dyU,AristeguiOnline,Hootsuite Inc.,12,97
1779,"#AristeguiEnVivo | Las herramientas que tiene EE.UU. son poderosas, mientras que México es más frágil en varias facetas y no debemos andar con trabajos fuera de la diplomacia, en palabras de @LuisPerezdeAcha 👉 https://t.co/e3j0KLbOPt https://t.co/jFifL3EAvF",AristeguiOnline,Twitter Web App,12,29
1780,#FelizMartes 🙂 | La salud del presidente AMLO; ¿cuántos somos en México?; Mesa de Análisis y más. Sigue nuestro programa en #AristeguiEnVivo 👉 https://t.co/PHAQmfGauA https://t.co/xG7EhPtyHS,AristeguiOnline,Periscope,12,53
1781,Estados Unidos no vivía una crisis tan profunda desde la Guerra Civil: Volpi https://t.co/DdsXbqaRF7 https://t.co/B0Sp1ZxGN8,AristeguiOnline,Hootsuite Inc.,12,64
1782,"El Brexit ""no es algo que haya que celebrar"", advierte Irlanda https://t.co/eH2XiHikuK https://t.co/GyCjlr69HW",AristeguiOnline,Hootsuite Inc.,12,70
1783,20 libros imperdibles durante 2021 https://t.co/IDLnE4rJ92 https://t.co/PRHqY0Xwsv,AristeguiOnline,Hootsuite Inc.,12,49
1784,Registra Ssa 34 casos de reacciones a la vacuna anti-Covid https://t.co/AwKlZey8Yq https://t.co/vAGhrCnHks,AristeguiOnline,Hootsuite Inc.,12,40
1785,"Pragmática y sincera, la primera conversación entre Biden y Putin https://t.co/7X0nW9nUf8 https://t.co/XmCnInn0KV",AristeguiOnline,Hootsuite Inc.,12,86
1786,"Peso registra su peor año desde 2016; BMV muestra leve recuperación en 2020
https://t.co/zZwHEEEafq https://t.co/L8c7zidcWe",AristeguiOnline,Hootsuite Inc.,12,42
1787,"#AristeguiEnVivo | López-Gatell habla del orden de la escasez, pero necesitamos el desorden de la abundancia; así debe ser la vacunación. Las vacunas son de los mexicanos, la meta no es que el gobierno acapare su aplicación: @sabinaberman 👉 https://t.co/A9DiBe1g3V https://t.co/RVsKVvQLW2",AristeguiOnline,Twitter Web App,12,72
1788,"Crece atención de pacientes Covid-19 en clínicas particulares del Istmo en Oaxaca
https://t.co/p75Aq51Ito https://t.co/qn4otQ4SUc",AristeguiOnline,Hootsuite Inc.,12,35
1789,"Los extremos del cinismo político, según Peter Sloterdijk | Reseña https://t.co/VBRlxSHau7 https://t.co/L0OaTw1gBO",AristeguiOnline,Hootsuite Inc.,12,21
1790,"La vida de las mariposas en #Niñonautas, con Kirén Miret https://t.co/SxYIPJSQRg https://t.co/iwXVXhozWx",AristeguiOnline,Hootsuite Inc.,12,40
1791,"Covid-19 en México: 1 millón 668 mil 396 casos acumulados y se estima que hay 102 mil 797 activos | Gráficas
https://t.co/iTboYNjNW8 https://t.co/NS1t1KAQiG",AristeguiOnline,Hootsuite Inc.,12,31
1792,"Desde un inicio, los restauranteros hemos pedido una ruta legal que nos permita convivir en Semáforo Rojo. Nuestro espacio es más seguro para generar un ingreso que otra alternativa en la calle para nuestros empleados: @Gloprest  👉 https://t.co/d5eIq5UWgm https://t.co/WxGaWYnD6t",AristeguiOnline,Twitter Web App,12,53
1793,"#AristeguiEnVivo | Pido que las autoridades trabajen, que hagan su chamba. No pido mucho. No tendría que recorrer los medios para que la @FISCALIA_GobOax haga las cosas, pero es necesario evidenciar su incompetencia para que actúen: María Elena Ríos https://t.co/C4Cze68YxK https://t.co/BcQioO3B5S",AristeguiOnline,Twitter Web App,12,44
1794,"Consulta para despenalizar aborto no es por derechos, sino para establecer tipos penales: Segob https://t.co/K78HhKVa87 https://t.co/QcBEPjfBHO",AristeguiOnline,Hootsuite Inc.,12,63
1795,"Lo que hay que saber sobre la vacuna Oxford/AstraZeneca
https://t.co/7PF6Upnxv7 https://t.co/vlKUw5NJnE",AristeguiOnline,Hootsuite Inc.,12,51
1796,Liga Gobierno de AMLO a García Luna con contratos abusivos de penales privados https://t.co/4uebRV2A74 https://t.co/7CUbcdEpaO,AristeguiOnline,Hootsuite Inc.,12,41
1797,Registra primera quincena de enero una inflación de 3.33% https://t.co/0cH1ndSJwS https://t.co/8TqvG7kIAm,AristeguiOnline,Hootsuite Inc.,12,36
1798,"Tras bloqueo de caravana, migrantes hondureños enfurecen contra su presidente https://t.co/9BvGPfAole https://t.co/zdAON92SLI",AristeguiOnline,Hootsuite Inc.,12,42
1799,Existen videos de ataque armado en velorio de Celaya https://t.co/7IRadvavHf https://t.co/ca7cY6VXyo,AristeguiOnline,Hootsuite Inc.,12,57
1800,"Publican acuerdo para que estados, así como personas físicas y morales puedan comprar vacunas https://t.co/YNwuejgNW0 https://t.co/l8XTJQS1kQ",AristeguiOnline,Hootsuite Inc.,12,32
1801,Vacunarán a personal de salud en hospitales privados y trabajadores de educación en Campeche https://t.co/v0byM9lYCY https://t.co/CWxoyNZDZR,AristeguiOnline,Hootsuite Inc.,12,50
1802,La humanidad ha recibido un gran respiro. Se ha consagrado el desarrollo de la sacralidad dentro de EE.UU. que es mantener la unión. El país recupera un gran aliento para enfrentar la pandemia y el calentamiento global: Rodríguez Sumano https://t.co/cDUtQEYt3j https://t.co/wvaxUwmKcM,AristeguiOnline,Hootsuite Inc.,12,74
1803,‘No hay cancelación alguna de la segunda dosis’: López-Gatell https://t.co/wqkVQDqqYm https://t.co/rRBbJGtEVp,AristeguiOnline,Hootsuite Inc.,12,65
1804,"Para inmunidad de rebaño, es necesario que 75% de la población sea inmune: López-Gatell https://t.co/4XbgSby5iJ https://t.co/fEWB8eWhph",AristeguiOnline,Hootsuite Inc.,12,79
1805,"Casi 25 mil personas han sido vacunadas en el país: López Ridaura
https://t.co/A6QrsuNGYB https://t.co/uz8iOjDKQm",AristeguiOnline,Hootsuite Inc.,12,76
1806,"26 de enero, la audiencia final de extradición del exgobernador César Duarte https://t.co/NuZUrHNyoj https://t.co/Dc6g8zfSme",AristeguiOnline,Hootsuite Inc.,12,57
1807,"#AristeguiEnVivo | No se puede vacunar a una persona con la infección activa, se debe esperar unos días. Aunque ya hayas tenido Covid, la inmunidad natural dura unos meses. Es importante vacunarse, en palabras de @roslemusmartin 👉 https://t.co/kwLNebwZAU https://t.co/mwjL14lOQM",AristeguiOnline,Twitter Web App,12,81
1808,"Peso supera los 20 por dólar ante avance de coronavirus; bolsa gana en sesión volátil
https://t.co/nhE722qhsD https://t.co/u4s34PsViQ",AristeguiOnline,Hootsuite Inc.,12,56
1809,No es necesario aplicarse más de una vacuna anti-Covid: López-Gatell https://t.co/qs4sxUQ61I https://t.co/cnkjd0nP6g,AristeguiOnline,Hootsuite Inc.,12,120
1810,"Alcaldía Cuauhtémoc supera los mil 500 fallecimientos por Covid-19; revisa aquí el reporte de tu municipio
https://t.co/3BHKd9Oo2F https://t.co/0evWzDhffj",AristeguiOnline,Hootsuite Inc.,12,30
1811,"Autoridades culturales se comprometen a difundir la historia a través de grupos marginados
https://t.co/x9FQalkGdB https://t.co/s8NFqzMhnT",AristeguiOnline,Hootsuite Inc.,12,59
1812,"#AristeguiEnVivo | Estamos en directo con @JRBneuropsiq, neurocirujano y autor, para hablar de su libro 'Depresión: La noche más oscura' y escuchar recomendaciones para sobrellevar el contexto actual https://t.co/VCizr8JApa https://t.co/igD9nuYI3F",AristeguiOnline,Hootsuite Inc.,12,72
1813,"Biden Inauguration Day | El saludo informal a Obama | #Video
https://t.co/6g6HZ8NsYO https://t.co/U0b5aOHuw3",AristeguiOnline,Hootsuite Inc.,12,119
1814,"'Representan una imagen clara de la gran diversidad de nuestra gran nación', dijo el equipo del presidente electo sobre todos los invitados.
https://t.co/uElDqldFYz",AristeguiOnline,Twitter Web App,12,77
1815,"Posee UNAM más de mil archivos sonoros ""únicos e irrepetibles"" de diversas regiones de México: académica | Video  https://t.co/v0YJRjPz9n https://t.co/CP3ZPCjgZQ",AristeguiOnline,Hootsuite Inc.,12,67
1816,Adquirir oxígeno en mercado negro es riesgo de fraude y alimenta a la delincuencia organizada: Sheffield https://t.co/mBOXMn1Ym3 https://t.co/ZaxVGPG0Wf,AristeguiOnline,Hootsuite Inc.,12,52
1817,Sale del hospital gobernador de Guanajuato que contrajo Covid-19 | Tuit https://t.co/svNgjUBnSP https://t.co/ZA4Ra5CfyF,AristeguiOnline,Hootsuite Inc.,12,161
1818,Muestra AMLO cómo se construyó el muro fronterizo durante los diferentes gobiernos de EU https://t.co/Hi2ycuLirG https://t.co/aqQC9bpW9e,AristeguiOnline,Hootsuite Inc.,12,91
1819,Israel comienza a vacunar contra la Covid a los nacidos antes de 2004 https://t.co/GbgkfB4TBY https://t.co/IFZcnsjVZH,AristeguiOnline,Hootsuite Inc.,12,117
1820,"Posponen Festival de Cannes | #Video
https://t.co/NvM4X2niud https://t.co/IWYnmesELx",AristeguiOnline,Hootsuite Inc.,12,35
1821,"Oligarquía de Estados Unidos aniquila al Trumpismo | Artículo de @CTSUAMRG 
https://t.co/wRz1DsBrnK https://t.co/7XtJwB8c0n",AristeguiOnline,Hootsuite Inc.,12,41
1822,"Ante polémica por el aborto, mejor hacer una consulta ciudadana, insiste AMLO https://t.co/U7CUUcBXS1 https://t.co/OtPO1q0Kbe",AristeguiOnline,Hootsuite Inc.,12,91
1823,El verdadero autogolpe de Donald Trump | Artículo de @asalgadoborge https://t.co/mpSBenHM5b https://t.co/k6BZfarj6y,AristeguiOnline,Hootsuite Inc.,12,54
1824,Subregistro de muertes por Covid se debe sobre todo a bajo número de pruebas: Despeghel https://t.co/4bvkChotpF https://t.co/AIDFmHyEnB,AristeguiOnline,Hootsuite Inc.,12,37
1825,"#AristeguiEnVivo | La ley mexicana establece que cuando se presenten flujos migratorios masivos, México puede hacer un reconocimiento colectivo de estas personas como refugiadas a reserva de hacer después una verificación individual: @CORCUERAS 👉https://t.co/WKcV5dSVqr https://t.co/vDKTn3PJb7",AristeguiOnline,Twitter Web App,12,29
1826,"Covid-19 en México: registran 1,743 muertes más; total de confirmadas,152 mil 16 | Gráficas
https://t.co/uBJmAtMQlW https://t.co/bwydX4ldRU",AristeguiOnline,Hootsuite Inc.,12,38
1827,"Alcaldía Cuauhtémoc supera los mil 500 fallecimientos por Covid-19; revisa aquí el reporte de tu municipio
https://t.co/vKDkuuhYyf https://t.co/SsEzXaDhap",AristeguiOnline,Hootsuite Inc.,12,31
1828,"#AristeguiEnVivo La semana pasada, 169 legisladores de la Cámara de Diputados presentaron una acción de inconstitucionalidad buscando eliminar el impuesto a  productos de higiene menstrual. Para ahondar en el tema, contactamos a la diputada @MarthaTagle 👉https://t.co/YBRYaomIPa https://t.co/0thhYHcizI",AristeguiOnline,Hootsuite Inc.,12,44
1829,Argentina inicia vacunación contra coronavirus con dosis rusas Sputnik V https://t.co/ctfcXQazOm https://t.co/qcMoK2Uysi,AristeguiOnline,Hootsuite Inc.,12,82
1830,"#AristeguiEnVivo | Hemos contactado a Antonio Salgado Borge, Académico y escritor, y al abogado especialista Ulrich Richter para analizar la toma de posesión de Joe Biden, la clausura de las redes sociales de Trump y más https://t.co/87GgNGIuC7 https://t.co/I3PpUGpiKw",AristeguiOnline,Hootsuite Inc.,12,35
1831,"De los reflectores a las urnas: Famosos que buscan un puesto de elección popular I Fotos
https://t.co/FjKGX0FImf https://t.co/N3ASvGUpDH",AristeguiOnline,Hootsuite Inc.,12,41
1832,"Pilotos de Aeromexico aceptan bajarse el sueldo hasta un 15% y el despido de 79 empleados
https://t.co/C5XO5dG4HP https://t.co/Dy5BMsPdZi",AristeguiOnline,Hootsuite Inc.,12,39
1833,Sobreviviente narra cómo fue el doble ataque suicida en mercado de Bagdad https://t.co/qMwUtzWT6J https://t.co/Jo1G5PhL6i,AristeguiOnline,Hootsuite Inc.,12,37
1834,"#AristeguiEnVivo | Este domingo, Miriam Veras Godoy, encargada del plan de vacunación contra Covid-19, presentó su renuncia al cargo. De acuerdo con la información de la conferencia, fue por motivos meramente personales. Detalles con @Gynna_H, periodista https://t.co/02Msum51IN https://t.co/tYWTTwg5bY",AristeguiOnline,Hootsuite Inc.,12,39
1835,"La consulta popular, buenas y malas noticias | Artículo de @RogelioMunizT  https://t.co/hyDdI3blu1 https://t.co/ycKj81waHT",AristeguiOnline,Hootsuite Inc.,12,54
1836,#Deportes ¿Cuántos jugadores del Sivasspor hay en la imagen? https://t.co/RooMKBzcoz https://t.co/FRL2QoyInt,AristeguiOnline,Hootsuite Inc.,12,111
1837,"A la salud de Edinson Cavani crea el vino ""Gracias Negrito"" | Tuit
https://t.co/9nkgrFqURE https://t.co/C5eqbFQwZj",AristeguiOnline,Hootsuite Inc.,12,146
1838,Líderes europeos podrían restringir la movilidad por temor a la variante del virus https://t.co/8Gp4zYWuVG https://t.co/d5mNzzlqQs,AristeguiOnline,Hootsuite Inc.,12,35
1839,"Gráfico: En los primeros 8 días de 2021, hospitales del Valle de México ingresaron a 925 pacientes por Covid
https://t.co/0uNeQZfWSj https://t.co/nVZ6GWHnCb",AristeguiOnline,Hootsuite Inc.,12,42
1840,"#LoMejordeAristeguienVivo | Imposible recuperar pronto los empleos perdidos por pandemia: Moody's | INAI es contrapeso, no puede desaparecer: Lilia Ibarra | #Video
https://t.co/yxq5mQFGnG https://t.co/TA1iGpavC5",AristeguiOnline,Hootsuite Inc.,12,44
1841,#AristeguiEnVivo Irán ha pedido a la Interpol que arreste a Trump por bombardeo que mató a Soleimani. La relación entre Washington y Teherán se ha complicado debido a que EE.UU. ha volado bombarderos sobre el Golfo Pérsico durante diciembre: @conhdehoz 👉 https://t.co/WAp7Lm5Ohq https://t.co/frFooCLzSR,AristeguiOnline,Hootsuite Inc.,12,64
1842,"Es una propuesta es una regresión en la tutela de DD.HH. Eliminar un órgano especializado en comunicaciones y medios viola el Artículo 18, punto 17, del T-Mec, el cual obliga a tener un órgano autónomo desligado de proveedores de servicios: @LabardiniA 👉 https://t.co/V86jUqAW1u https://t.co/XzIxbajlDF",AristeguiOnline,Twitter Web App,12,27
1843,"Desmienten que Sánchez Cordero dio positivo a Covd-19 | tuit
https://t.co/5VB4twk1EE https://t.co/K8NtUIq76F",AristeguiOnline,Hootsuite Inc.,12,46
1844,"El día de hoy se reinician las clases #AprendeEnCasa como parte del #CicloEscolar 2020-2021, se reinician en una forma mixta. En algunas escuelas ya empieza a abrirse la posibilidad presencial y en otras seguirá a distancia: @emoctezumab 👉 https://t.co/bYfHH4fkrD https://t.co/0QbYLSVtDe",AristeguiOnline,Hootsuite Inc.,12,72
1845,"Hasta nunca, Mr. Trump | Artículo de @MoguelViveros 
https://t.co/zRmBpiF67u https://t.co/J8Zizbl5s4",AristeguiOnline,Hootsuite Inc.,12,71
1846,"Recaudación adicional de 496 mil mdp compensó en 2020 impacto de la pandemia: SAT
https://t.co/E1hmGnNPi8 https://t.co/KyAewOBvvS",AristeguiOnline,Hootsuite Inc.,12,55
1847,"Bolsa mexicana anota mayor alza semanal en siete meses; peso roza 20 por dólar
https://t.co/ITv2VR75pK https://t.co/bJRqKJIHl5",AristeguiOnline,Hootsuite Inc.,12,61
1848,Asalto al Capitolio; ratifican triunfo de Joe Biden y Kamala Harris https://t.co/zFKW2HjcP2 https://t.co/nBxV6jzT24,AristeguiOnline,Hootsuite Inc.,12,50
1849,"#AristeguiEnVivo | Ayer en EE.UU. fallecieron 3 mil 725 personas, mientras que se registraron 201 mil 555 nuevos contagios. Por su parte, Joe Biden habló sobre el retraso de la vacuna, culpando a la administración de Trump: @JJesusEsquivel 👉 https://t.co/6yEDDJEAMa https://t.co/orgiOrID2Z",AristeguiOnline,Hootsuite Inc.,12,31
1850,"#AristeguiEnVivo | Hay tres causas de muerte que han aumentado: las enfermedades del corazón, diabetes mellitus e influenza y neumonía. Esas causas dan un exceso de mortalidad de 73 mil aproximadamente: @LaurianneDsp 👉 https://t.co/xwHE8fvBgh https://t.co/eE9ymx5lWO",AristeguiOnline,Twitter Web App,12,30
1851,"La violencia nunca es la respuesta: Melania Trump
https://t.co/2R6JxVRw9i https://t.co/Ev90WF3Gzl",AristeguiOnline,Hootsuite Inc.,12,106
1852,"Peso se aprecia por optimismo sobre la administración Biden; Bolsa Mexicana retrocede
https://t.co/dmpRjXzHWK https://t.co/yIz6sfYTUI",AristeguiOnline,Hootsuite Inc.,12,94
1853,Reportan en Morelos siete asesinatos en un solo día https://t.co/ntiQ41KEdP https://t.co/xXh1tYzbJ9,AristeguiOnline,Hootsuite Inc.,12,39
1854,Senado EU anula veto de Trump a proyecto de ley de defensa https://t.co/9F0oEoFyUc https://t.co/fNnLDYlQpB,AristeguiOnline,Hootsuite Inc.,12,81
1855,"Suministro de energía nacional quedó restablecido al 100 por ciento: CFE | #Video
https://t.co/sVnPUfWr0e https://t.co/H2ReUo8ldx",AristeguiOnline,Hootsuite Inc.,12,54
1856,Bucaneros de Tampa Bay y Jefes de Kansas City jugarán el Super Bowl LV https://t.co/NHyMJnX9OI https://t.co/viTQH0H2dF,AristeguiOnline,Hootsuite Inc.,12,64
1857,Aclara el SAT que es ajeno a los problemas de Interjet: Galván Ochoa https://t.co/8yrlWSpElY https://t.co/otaXadhjXo,AristeguiOnline,Hootsuite Inc.,12,63
1858,"¿Qué pasó con la youtuber Sandy Aguilera?
https://t.co/0ZlsupWNMY https://t.co/eklwRBnMNR",AristeguiOnline,Hootsuite Inc.,12,57
1859,"Gobernador de Nueva York pide que Pfizer venda directamente dosis de vacuna anti Covid-19
https://t.co/BLXBqIDEzM https://t.co/sVxQR2BKPb",AristeguiOnline,Hootsuite Inc.,12,100
1860,Celebración de los 80 años de Plácido Domingo https://t.co/a8Z27mzI31 https://t.co/DnRCYSQQgE,AristeguiOnline,Hootsuite Inc.,12,82
1861,No habría problema en que INE supervise a servidores de la nación en plan de vacunación: May https://t.co/F24z4vCBEb https://t.co/vtif7Oe4BN,AristeguiOnline,Hootsuite Inc.,11,53
1862,#AristeguiEnVivo | Estamos en directo con la socióloga @tesiture y con la escritora @surplusera para hacer un balance del 2020 en relación con los feminicidios https://t.co/ESPgWv6iiL https://t.co/p2L3uzZtTN,AristeguiOnline,Hootsuite Inc.,11,58
1863,La violencia y el vandalismo no tienen lugar en nuestro país: Trump  https://t.co/IUGg7G47Mn https://t.co/92bgPcBtZW,AristeguiOnline,Hootsuite Inc.,11,56
1864,Voluntaria para ensayos de vacuna Sinopharm que murió en Perú recibió placebo: Universidad Cayetano Heredia https://t.co/nJynZempQb https://t.co/JQAPacvSft,AristeguiOnline,Hootsuite Inc.,11,32
1865,Con inmunidad de rebaño regresará normalidad económica: Herrera https://t.co/d8bVYb8Hwn https://t.co/LBnNhcOzcp,AristeguiOnline,Hootsuite Inc.,11,55
1866,"Audiencia final de extradición de César Duarte concluye sin sentencia
https://t.co/7cFSjZHcny https://t.co/SN7LNe8MH0",AristeguiOnline,Hootsuite Inc.,11,39
1867,Es injusto e ilógico no dar libertad bajo fianza a Julian Assange: editor de Wikileaks https://t.co/LEZfM5DXUI https://t.co/IjGU7vtc2B,AristeguiOnline,Hootsuite Inc.,11,55
1868,"Por difundir teorías de fraude electoral, suspenden a Giuliani de programa de YouTube https://t.co/gmUVkEACtf https://t.co/tBztGnmCdR",AristeguiOnline,Hootsuite Inc.,11,63
1869,No se necesita consulta para legislar sobre aborto: diputada argentina https://t.co/iX3Gh3w3jm https://t.co/8MXd3hXnvt,AristeguiOnline,Hootsuite Inc.,11,74
1870,Detalla Moctezuma Barragán protocolo para clases presenciales https://t.co/kkLLb8hsjp https://t.co/uRM4krHanu,AristeguiOnline,Hootsuite Inc.,11,24
1871,Próxima semana se judicializará la denuncia de Lozoya: FGR https://t.co/p7K0rjWvrX https://t.co/rgZdR85tTy,AristeguiOnline,Hootsuite Inc.,11,71
1872,#Deportes: El día que Tommy Lasorda puso en su lugar a Phillie Phanatic | Video https://t.co/bzFnM702UK https://t.co/IXgGHG87Tb,AristeguiOnline,Hootsuite Inc.,11,48
1873,Alista Ssa contrato con Sputnik V; llegarían la próxima semana 200 mil dosis https://t.co/K7L90snXbE https://t.co/iUeHFELo1P,AristeguiOnline,Hootsuite Inc.,11,92
1874,Reportan primera semana de reducción epidémica en Edomex https://t.co/rnZ9usOvmp https://t.co/u47mharlZv,AristeguiOnline,Hootsuite Inc.,11,117
1875,Precisarán las causas del accidente que le costó la vida a Kobe Bryant | Video  https://t.co/aNulbe2p7x https://t.co/QuFTECQTRs,AristeguiOnline,Hootsuite Inc.,11,58
1876,"Llevará AMLO al G-20 tema de censura en redes sociales
https://t.co/Moh2U78s5Z https://t.co/r2KQ2XuozZ",AristeguiOnline,Hootsuite Inc.,11,78
1877,"#AristeguiEnVivo | Hoy por la madrugada, se robaron 61 cilindros de oxígeno en Puebla, uno de los estados con más problemas al respecto. Lo tanques robados, terminan vendiéndose en Facebook con perfiles falsos: @SheffieldGto 👉https://t.co/DqnVTuiWPT https://t.co/nmV4lnUI7E",AristeguiOnline,Twitter Web App,11,23
