,Texto,Usuario,Fuente,Conteo de retweets,Conteo de favoritos
1600,"La vida te pondrá obstáculos, pero los límites los pones tú.",SoloReflexiones,TweetDeck,408,176
1601,"Sería perfecto despertar y verte ahí, a mi lado.",SoloReflexiones,TweetDeck,408,211
1602,"""Relación perfecta: hablar como mejores amigos, tontear como niños, discutir como casados; y protegerse como hermanos.""",SoloReflexiones,Twitter for Android,408,683
1603,"""Si te vieras con mis ojos, quizás entenderías.""",SoloReflexiones,TweetDeck,408,232
1604,“Dios les da las batallas mas difíciles a los mejores soldados.”,SoloReflexiones,Hootsuite,407,205
1605,"""No soy perfecto, pero al menos no soy falso.""",SoloReflexiones,TweetDeck,407,242
1606,"""Vivir de ilusiones y morir de realidades.""",SoloReflexiones,TweetDeck,407,197
1607,"""Respira, inspira, ignora y vive.""",SoloReflexiones,TweetDeck,407,215
1608,"Olvida lo que te hizo daño en el pasado, pero jamás olvides lo que te enseñó.",SoloReflexiones,Hootsuite,407,168
1609,"""Si vas a dejar algo atrás que sea para llegar a algo mejor.""",SoloReflexiones,TweetDeck,407,422
1610,Me gustas... no es casualidad que siempre sonría al verte.,SoloReflexiones,TweetDeck,406,220
1611,"""Si tienes la suerte de ser diferente, no cambies nunca.""",SoloReflexiones,TweetDeck,406,219
1612,"""Por lo que tu y yo sabemos, y los demás ni siquiera se imaginan.""",SoloReflexiones,TweetDeck,406,249
1613,"Los errores no se niegan, se asumen, las tristezas no se lloran, se superan, y el amor no se grita, se demuestra.",SoloReflexiones,TweetDeck,405,174
1614,"""Mirando a la nada, pensando en todo.""",SoloReflexiones,TweetDeck,405,191
1615,"""Quiero estar contigo, no ahora, ni un rato, ni siquiera varias horas. Quiero estar contigo, así de simple. Así de siempre.""",SoloReflexiones,TweetDeck,405,211
1616,"Te quiero a ti con todo incluido: Tus defectos, tu pasado, tus errores, tu sonrisa, tus bromas, tu sarcasmo, tus celos, tus enojos.",SoloReflexiones,TweetDeck,405,265
1617,"""Ningún camino fácil te llevará a algo que valga la pena.""",SoloReflexiones,TweetDeck,405,162
1618,"""Espera de mí lo que recibo de ti.""",SoloReflexiones,TweetDeck,404,256
1619,"""Los abrazos por la espalda, esos son los mejores",SoloReflexiones,TweetDeck,404,183
1620,"“Si quieres ser feliz; no escuches todo lo que te dicen, no creas todo lo que ves y no digas todo lo que sabes.”",SoloReflexiones,Hootsuite,404,209
1621,"""Un hombre sincero, no te mentirá; un hombre inteligente, no te perderá; un hombre de verdad, no te decepcionará.""",SoloReflexiones,TweetDeck,404,214
1622,"Me enseñaste que el cielo no es arriba, sino a tu lado.",SoloReflexiones,TweetDeck,404,215
1623,"""Lo bueno tarda en llegar, porque lo que fácil llega, fácil se va.""",SoloReflexiones,TweetDeck,403,204
1624,"Music ON
World OFF.",SoloReflexiones,TweetDeck,402,186
1625,"""A veces no hay próxima vez, a veces no hay segundas oportunidades, a veces es ahora o nunca."" Bob Marley",SoloReflexiones,TweetDeck,402,179
1626,"""Cada dolor te hace más fuerte, cada traición más inteligente, cada desilusión más hábil y cada experiencia más sabio.""",SoloReflexiones,TweetDeck,402,192
1627,"""Mujer hermosa no es aquella que se llena la cara de maquillaje, sino la que con su naturalidad enamora.""",SoloReflexiones,TweetDeck,401,210
1628,"""Cuando existen las ganas, todo es posible.""",SoloReflexiones,TweetDeck,401,142
1629,"""Ser ignorado produce la misma reacción química que una herida física.""",SoloReflexiones,TweetDeck,401,228
1630,Nunca es demasiado tarde para hacer las cosas bien.,SoloReflexiones,TweetDeck,401,152
1631,"""Jamás te olvides de sonreír.""",SoloReflexiones,TweetDeck,401,388
1632,"""No guardo rencor pero tengo memoria.""",SoloReflexiones,TweetDeck,400,207
1633,“Quedarte mirando a esa persona y darte cuenta que cada día te gusta más.”,SoloReflexiones,Hootsuite,400,244
1634,"""Soy fuerte porque fui débil. Soy sabio porque fui tonto. Me río porque yo he conocido la tristeza.""",SoloReflexiones,TweetDeck,399,232
1635,Del pasado no se vive... Se aprende.,SoloReflexiones,TweetDeck,399,181
1636,Antes de ser infiel piensa que estás traicionando la confianza de alguien que te ama por alguien que quizá te olvide mañana.,SoloReflexiones,TweetDeck,399,239
1637,El dolor cambia a la gente.,SoloReflexiones,TweetDeck,399,200
1638,"""La confianza es lo más difícil de conseguir y lo más fácil de perder.""",SoloReflexiones,TweetDeck,398,172
1639,"""Reír para no llorar, dormir para no pensar.""",SoloReflexiones,TweetDeck,398,217
1640,"""Aunque pase el tiempo, hay palabras, momentos y sentimientos que nunca se olvidan.""",SoloReflexiones,TweetDeck,398,198
1641,"""El problema fue que te marchaste cuando más te necesitaba y regresaste cuando ya no me importabas.""",SoloReflexiones,TweetDeck,398,208
1642,"""Quizás algún día te des cuenta que perdiste la luna por andar contando estrellitas""",SoloReflexiones,TweetDeck,398,222
1643,"""Lo que no te mata te hace más fuerte, y más dura, y más fría, y más mala.""",SoloReflexiones,TweetDeck,398,261
1644,"Decir ""no me importa"" con un nudo en la garganta.",SoloReflexiones,Twitter Web Client,397,229
1645,"""La vida te pondrá obstáculos, pero los límites los pones tú.""",SoloReflexiones,TweetDeck,396,206
1646,"""Caminar entre las piedras también es avanzar.""",SoloReflexiones,TweetDeck,396,181
1647,"Mirando a la nada, pensando en todo.",SoloReflexiones,TweetDeck,396,173
1648,"""Vive sin aparentar, Ama sin depender. Escucha sin atacar. Habla sin ofender.""",SoloReflexiones,TweetDeck,396,166
1649,EL MUNDO.. https://t.co/4jjPm2JHn9,SoloReflexiones,Twitter Web Client,396,684
1650,"""Las cosas que hoy te lastiman, mañana te harán más fuerte.""",SoloReflexiones,TweetDeck,396,268
1651,"“No decir nada, pero sentir de todo.”",SoloReflexiones,Hootsuite,396,209
1652,"""Algunas personas simplemente hacen falta."" -3MSC",SoloReflexiones,Twitter Web Client,396,218
1653,"""Quiero que llegue ya ese día en el que pueda decir: Valió la pena esperar.""",SoloReflexiones,TweetDeck,396,234
1654,"""Cuando estoy contigo nada me falta.""",SoloReflexiones,TweetDeck,396,230
1655,"""Reír para no llorar, dormir para no pensar.""",SoloReflexiones,TweetDeck,395,206
1656,"No te confundas, soy feliz contigo, pero sin ti también.",SoloReflexiones,Hootsuite,395,205
1657,"Mereces amor de sobra, no sobras de amor.",SoloReflexiones,TweetDeck,395,908
1658,"""La vida es muy corta para las excusas. Define tus metas y ve tras ellas.""",SoloReflexiones,TweetDeck,395,193
1659,"Los errores, se asumen. Las experiencias, se viven. Las criticas, se ignoran. La vida, se disfruta.",SoloReflexiones,TweetDeck,395,187
1660,"Los errores tienen tres pasos: aceptarlos, superarlos y no volverlos a cometer.",SoloReflexiones,TweetDeck,395,187
1661,"""Me gustaría irme a vivir a mi imaginación porque allá siempre me salen las cosas como quiero.""",SoloReflexiones,Twitter for Android,394,627
1662,Tontean. Se ríen. Se enfadan. Se pican. ¿Y sabéis por qué? Porque se mueren el uno por el otro.,SoloReflexiones,Hootsuite,394,226
1663,"""Quédate con la persona que te dé respuestas y no problemas, seguridad y no temor, confianza y no más dudas.""",SoloReflexiones,Twitter for Android,393,587
1664,"""Siembra distancia y cosecharás olvido.""",SoloReflexiones,TweetDeck,393,324
1665,"""Más vale pasos cortos pero firmes, que pasos largos y sin equilibrio"".",SoloReflexiones,TweetDeck,393,173
1666,"“No te ignoro, sólo quiero ver si haces un esfuerzo para hablar conmigo.”",SoloReflexiones,Hootsuite,393,236
1667,"""Sonreír y no darse mala vida por nadie, esa es la actitud.""",SoloReflexiones,TweetDeck,392,164
1668,"El destino pone a muchas personas en tu vida, pero sólo las mejores permanecen para siempre.",SoloReflexiones,Hootsuite,392,178
1669,"""Lo que hago por ti, no lo hago por nadie más.",SoloReflexiones,TweetDeck,392,168
1670,"""Nunca permitas que tu felicidad dependa de algo que puedas perder""",SoloReflexiones,TweetDeck,392,164
1671,"""Nada es para siempre, ni los problemas.""",SoloReflexiones,TweetDeck,392,171
1672,"“Quizás mi amor no era el mejor, era algo celoso o algo loco. Pero era sincero, grande y era todo tuyo.”",SoloReflexiones,Hootsuite,391,247
1673,"""'Esconder la herida no significa que no duela.""",SoloReflexiones,TweetDeck,391,212
1674,"Es curioso como algunas personas nos reemplazan, cuando esa misma persona nos decía que éramos irreemplazables.",SoloReflexiones,Hootsuite,391,215
1675,"“Si una persona vuelve a tu vida para remediar el error que cometió, entonces vale la pena.”",SoloReflexiones,Hootsuite,391,315
1676,"El peor error es hacer lo correcto con la persona equivocada, y hacer lo equivocado con la persona correcta.",SoloReflexiones,Twitter Web Client,391,203
1677,"Una relación sin confianza es como un celular sin saldo, solo sirve para jugar.",SoloReflexiones,TweetDeck,390,176
1678,"Ni tú volviste a escribirme, ni yo volví a extrañarte...",SoloReflexiones,Hootsuite,390,234
1679,"Nunca te rindas, el principio siempre es la parte más difícil.",SoloReflexiones,Twitter for Android,390,462
1680,"""Con una actitud positiva, tus problemas se vuelven retos; tus obstáculos, enseñanzas; y tus penas, parte de la vida.""",SoloReflexiones,TweetDeck,390,182
1681,"""Recuerda quién estuvo cuando lo necesitabas.""",SoloReflexiones,TweetDeck,390,220
1682,Mi lado tierno solo lo conoce quien se lo merece.,SoloReflexiones,TweetDeck,390,176
1683,“Hasta la mejor persona se cansa de mover montañas por quien no mueve por ella ni una piedra.”,SoloReflexiones,Hootsuite,389,237
1684,"""No te quedes con las ganas, hazlo.”",SoloReflexiones,TweetDeck,389,182
1685,Sonríe. Demuestra que cada día eres más fuerte.,SoloReflexiones,TweetDeck,389,170
1686,"Hay tres cosas en la vida que se van y no regresan jamas: las palabras, el tiempo, y las oportunidades.",SoloReflexiones,TweetDeck,389,172
1687,Todos nos merecemos a alguien que al final del día nos diga: “te extrañé mucho hoy”.,SoloReflexiones,TweetDeck,389,1022
1688,https://t.co/tEa6Qwq73j,SoloReflexiones,TweetDeck,389,1028
1689,"Madurar es cuidar lo que dices, respetar lo que escuchas, y meditar lo que callas.",SoloReflexiones,TweetDeck,388,158
1690,"""Olvida lo que te hizo daño en el pasado, pero jamás olvides lo que te enseñó.""",SoloReflexiones,TweetDeck,388,181
1691,"""Y simplemente pasa que tengo ganas de verte.""",SoloReflexiones,TweetDeck,388,188
1692,La mejor venganza que uno puede tener es sonreír a aquellos que intentan derribarnos.,SoloReflexiones,TweetDeck,388,180
1693,Me gustaría saber la verdad aunque duela..,SoloReflexiones,Hootsuite,388,195
1694,"El tiempo no te hace olvidar, te hace madurar y entender mejor las cosas.",SoloReflexiones,TweetDeck,387,180
1695,"La pareja perfecta no es la que nunca tiene problemas, sino la que a pesar de ellos siempre están juntos.",SoloReflexiones,TweetDeck,387,174
1696,Su perfume = Mi droga,SoloReflexiones,TweetDeck,386,197
1697,"""Estoy aprendiendo a darle tiempo al tiempo, porque todo llega cuando tiene que llegar, ni un día antes ni un día después.""",SoloReflexiones,TweetDeck,386,198
1698,"""Sin música la vida sería un error"".",SoloReflexiones,TweetDeck,386,171
1699,"""Cuando la vida se ponga difícil, vuélvete mas fuerte.""",SoloReflexiones,TweetDeck,386,167
1700,"Si me necesitas, llámame, no importa si estoy durmiendo, si estoy estudiando o si hemos discutido, yo estaré ahí.",SoloReflexiones,TweetDeck,385,243
1701,"Haz todo lo que a ti te gusta, no lo que los demás hacen.",SoloReflexiones,TweetDeck,385,348
1702,otras formas de expresar amor. https://t.co/vWh3zlCHFz,SoloReflexiones,TweetDeck,385,863
1703,"""Cómo dejar de querer lo que empezaste a querer sin querer.""",SoloReflexiones,Twitter for Android,384,640
1704,"Hay un punto en tu vida que te das cuenta quién importa, quién nunca importó, quién no importa más y quién siempre importará.",SoloReflexiones,TweetDeck,384,174
1705,"""Ni antes, ni después, todo llega cuando tiene que llegar.""",SoloReflexiones,TweetDeck,384,167
1706,"""Reír para no llorar, dormir para no pensar.""",SoloReflexiones,TweetDeck,384,179
1707,"""A veces perdonas a alguien porque su ausencia duele más que el error que cometió.""",SoloReflexiones,TweetDeck,384,239
1708,"“Los buenos momentos duran poco, los malos parecen eternos.”",SoloReflexiones,Hootsuite,384,205
1709,Los abrazos se inventaron para que las personas sepan que las amas sin necesidad de decir nada.,SoloReflexiones,TweetDeck,383,161
1710,"""Tarde o temprano la verdad se sabe.""",SoloReflexiones,Hootsuite,383,152
1711,"Y lo peor es que yo te conozco
tanto que podría recordarte quien eres por si lo olvidas.",SoloReflexiones,TweetDeck,382,212
1712,"“Y de repente, miras hacia atrás y te das cuenta de que ya no eres el mismo, que todo es diferente, que todo ha cambiado.”",SoloReflexiones,Hootsuite,382,196
1713,¿Saben que es bonito? Triunfar después de que nadie creyó en ti.,SoloReflexiones,TweetDeck,382,186
1714,Te das cuenta que estás enamorado cuando esa persona resulta única para ti.,SoloReflexiones,TweetDeck,382,243
1715,¿Habrá algo más lindo que verte sonreír?,SoloReflexiones,Hootsuite,382,169
1716,"""Lo que tiene que ser, será... a su tiempo y en su momento; solo confía y espera con paciencia.""",SoloReflexiones,TweetDeck,382,220
1717,"""Mirar al cielo y sonreír porque alguien te cuida.""",SoloReflexiones,TweetDeck,382,275
1718,“Una disculpa no borra los recuerdos.”,SoloReflexiones,Hootsuite,381,237
1719,"""Quién te la hace riendo, te las pagará llorando.""",SoloReflexiones,TweetDeck,381,267
1720,"Se me ha nublado la vista, creo que voy a llover.",SoloReflexiones,TweetDeck,381,221
1721,"Si te vieras desde mis ojos, justo como yo te miro, seguro te enamorarías de ti.",SoloReflexiones,Hootsuite,381,188
1722,“Mañana me reiré de lo que hoy me duele.”,SoloReflexiones,Hootsuite,381,218
1723,"""Quizá no tenga todas las cosas materiales que quisiera tener, pero tengo el mejor de los tesoros: Mi familia""",SoloReflexiones,Twitter for Android,381,519
1724,"""Hay momentos y personas que no se olvidan.""",SoloReflexiones,TweetDeck,381,241
1725,"""Lo bien disfrutado, jamás se olvida.""",SoloReflexiones,TweetDeck,380,238
1726,"""La vida puede acabar en cualquier momento, no sabes cuál será tu última fotografía o tu última sonrisa, hay que disfrutar cada día.""",SoloReflexiones,TweetDeck,380,258
1727,"""Valórate lo suficiente como para alejarte de la gente que te hunde.""",SoloReflexiones,Twitter for Android,379,519
1728,"""Quien no sabe lo que busca, no valorará lo que encuentra.""",SoloReflexiones,TweetDeck,378,191
1729,Hay personas que no valen lo que duelen.,SoloReflexiones,TweetDeck,378,1004
1730,"Si realmente le importas, siempre va a tener tiempo para ti; sin excusas, sin mentiras y sin promesas incumplidas.",SoloReflexiones,Twitter for Android,378,472
1731,"""A veces, una sonrisa es el mejor regalo que te pueden dar para arreglar tu día.""",SoloReflexiones,TweetDeck,378,152
1732,"No te empeñes en ser conocido, sino en ser alguien que valga la pena conocer.",SoloReflexiones,TweetDeck,378,197
1733,"""Hoy me ignoras, mañana me necesitarás.""",SoloReflexiones,TweetDeck,378,174
1734,"Reconocer un error no es humillarse, es crecer como persona.",SoloReflexiones,TweetDeck,378,818
1735,"""No existe mejor calmante que un abrazo.""",SoloReflexiones,TweetDeck,378,173
1736,"No obligues a nadie a quedarse, mejor oblígalos a irse; quien insista en quedarse es quien vale la pena.",SoloReflexiones,TweetDeck,378,200
1737,Nunca llamaría error a alguien que un día me hizo feliz.,SoloReflexiones,TweetDeck,377,209
1738,"""Simplemente vive para mejorar, sonríe para alegrar y olvida para perdonar"".",SoloReflexiones,TweetDeck,376,187
1739,"No temas, que yo soy contigo; no desmayes, que yo soy tu Dios que te esfuerzo: siempre te ayudaré, siempre te sustentaré con la diestra de mi justicia - Josué 41:10",SoloReflexiones,Twitter Web Client,376,845
1740,"Y cuando menos te lo esperas, es cuando las cosas cambian.",SoloReflexiones,TweetDeck,375,180
1741,Tienes que dejar ir lo que ya se fue.,SoloReflexiones,TweetDeck,375,1027
1742,El 2020 se está yendo en un abrir y cerrar de vidas.,SoloReflexiones,TweetDeck,375,1028
1743,A veces hablo conmigo de ti.,SoloReflexiones,TweetDeck,375,933
1744,Perdonar una infidelidad NO es luchar por la relación.,SoloReflexiones,TweetDeck,375,1326
1745,A veces es mejor no pensar en nada y dejar que las cosas pasen como deben de ser.,SoloReflexiones,Twitter for Android,375,487
1746,"""Me haces más falta de lo que crees.""",SoloReflexiones,TweetDeck,374,181
1747,"""No hay miedo más grande que sentir que pierdes lo que más quieres en la vida.""",SoloReflexiones,TweetDeck,374,203
1748,"No creas mucho, no esperes mucho, no ames mucho, porque ese mucho, puede doler mucho.",SoloReflexiones,Hootsuite,374,157
1749,"""Ser amable con la persona que odias, no se llama hipócrita; se llama educación.""",SoloReflexiones,TweetDeck,374,256
1750,Me tropecé con su encanto y caí en su sonrisa.,SoloReflexiones,TweetDeck,374,222
1751,"Si te quiero es tu culpa, si te dejo de querer también.",SoloReflexiones,TweetDeck,374,207
1752,"""Sé que no será fácil, pero quiero intentarlo.""",SoloReflexiones,TweetDeck,373,183
1753,"""Sé que no será fácil, pero lo voy a intentar.""",SoloReflexiones,TweetDeck,373,158
1754,"Quédate con quien te dedique canciones, te mande mensajes por la noche, te diga que te quiere y se trague su orgullo, vale la pena.",SoloReflexiones,TweetDeck,373,220
1755,"""Callar es de sabios, amar es de humanos, llorar es de valientes y perdonar es de humildes.""",SoloReflexiones,TweetDeck,373,210
1756,Mi enojo dura 5 minutos y después ya te extraño.,SoloReflexiones,TweetDeck,371,225
1757,"De mis celos aprendí, que me sobra imaginación.",SoloReflexiones,Hootsuite,371,172
1758,"Si te lo propones lo puedes lograr, no tengas miedo a perder, porque así es como se aprende a ganar.",SoloReflexiones,TweetDeck,371,165
1759,"""Fingir que no te duele, pero te mata por dentro.""",SoloReflexiones,TweetDeck,371,204
1760,"""Uno aprende a ser feliz cuando entiende que estar triste no sirve de nada.""",SoloReflexiones,TweetDeck,371,217
1761,Dios les da las batallas mas difíciles a los mejores soldados.,SoloReflexiones,TweetDeck,371,231
1762,"No elijas a la persona más bonita del mundo, elige a la persona que haga más bonito tu mundo.",SoloReflexiones,Hootsuite,370,166
1763,"""Una persona que te hace reír, puede llegarte a enamorar.""",SoloReflexiones,TweetDeck,370,215
1764,"Vive la vida como tu eres, no como los otros quieren que la vivas.",SoloReflexiones,TweetDeck,370,181
1765,Oye tú... Arruinas mi enojo con tu sonrisa.,SoloReflexiones,Hootsuite,370,191
1766,"""Una de las partes más difíciles de la vida es decidir si alejarte o intentarlo una vez más.""",SoloReflexiones,TweetDeck,369,226
1767,"""Nunca pidas más de lo que tú das y no aceptes menos de lo que mereces.""",SoloReflexiones,TweetDeck,369,171
1768,La lluvia cae porque la nube ya no puede soportar el peso. Las lágrimas caen porque el corazón ya no puede soportar el dolor.,SoloReflexiones,TweetDeck,369,265
1769,"No te compares con nadie, ten la cabeza bien alta y recuerda: no eres ni mejor ni peor, simplemente eres tú y eso nadie lo puede superar.",SoloReflexiones,TweetDeck,369,186
1770,"—¿Y si arriesgo y pierdo?
—¿Y si arriesgas y ganas?",SoloReflexiones,TweetDeck,369,181
1771,Siempre llega alguien que cambia toda tu vida...,SoloReflexiones,Hootsuite,369,170
1772,"""Sueños que son tan reales que al despertar te dejan un vacío.""",SoloReflexiones,TweetDeck,368,161
1773,"Sé que no será fácil, pero voy a intentarlo.",SoloReflexiones,TweetDeck,368,181
1774,"""La vida me enseñó que hay que creer en hechos, no en palabras.""",SoloReflexiones,TweetDeck,368,187
1775,"""Vivamos y que pase lo que tenga que pasar.""",SoloReflexiones,TweetDeck,367,128
1776,"Mientras me guste a mí, no me importa lo que digan los demás.",SoloReflexiones,TweetDeck,367,205
1777,"Perdón por ser fiel, entregar todo de mí, quererte como a nadie, hablar de ti con todos y pensarte tanto; no fue mi intención quererte así.",SoloReflexiones,TweetDeck,367,249
1778,"“Las personas solo cambian cuando se enamoran de verdad.""",SoloReflexiones,TweetDeck,366,222
1779,"“Nadie fabrica un candado sin llave. Del mismo modo, Dios no te da problemas sin soluciones.”",SoloReflexiones,Hootsuite,365,164
1780,"""La madurez esta en la mente, no en la edad.""",SoloReflexiones,TweetDeck,364,161
1781,"""Conoces a miles de personas y no causan ningún efecto en ti, y conoces a una sola persona y te cambia la vida.""",SoloReflexiones,TweetDeck,364,208
1782,“Sonreír no significa ser feliz.”,SoloReflexiones,Hootsuite,364,237
1783,"""No le escribas mucho a quien responde poco.""",SoloReflexiones,TweetDeck,364,218
1784,"“Quien no quiso cuando pudo, no podrá cuando quiera.”",SoloReflexiones,Hootsuite,364,197
1785,Te doy la misma importancia que tú me das a mi.,SoloReflexiones,TweetDeck,364,189
1786,"""Nunca se puede cometer el mismo error dos veces, porque la segunda vez no es un error, es una decisión.""",SoloReflexiones,TweetDeck,363,168
1787,"Algún día nos va a salir todo bien, ya verás.",SoloReflexiones,TweetDeck,363,751
1788,"Uno de los mejores sentimientos del mundo es cuando abrazas a la persona que amas, y ella te abraza aún más fuerte.",SoloReflexiones,Twitter for Android,363,530
1789,"""Los abrazos por la espalda, esos son los mejores.""",SoloReflexiones,TweetDeck,363,167
1790,"No renuncies solo porque las cosas se pusieron difíciles. Recuerda: si vale la pena, no sera fácil.",SoloReflexiones,TweetDeck,363,185
1791,Contigo Quiero amores 😍😍,SoloReflexiones,TweetDeck,363,200
1792,"""El sacrificio de hoy es el triunfo de mañana.""",SoloReflexiones,TweetDeck,362,140
1793,"""El idiota promete, el caballero sorprende.""",SoloReflexiones,TweetDeck,362,202
1794,“Los abuelos deberían ser eternos.”,SoloReflexiones,Hootsuite,362,183
1795,"""No midas tu riqueza por el dinero que tienes, mide tu riqueza por aquellas cosas que no cambiarías por dinero.""",SoloReflexiones,TweetDeck,362,134
1796,"""Si sabes que tus intenciones fueron dar lo mejor, no tienes nada que lamentarte.""",SoloReflexiones,TweetDeck,362,224
1797,"“Quien te quiere en su vida, vuelve a buscarte.”",SoloReflexiones,Hootsuite,361,218
1798,"Cuando menos te lo esperes, todo cambiará.",SoloReflexiones,TweetDeck,361,192
1799,"""Lo bien disfrutado, jamás es olvidado.""",SoloReflexiones,TweetDeck,361,195
1800,Tu voz es mi canción favorita.,SoloReflexiones,TweetDeck,361,183
1801,"""Soy de los que confía, demuestra y espera, pero también sé callar, irme y no perder el tiempo.""",SoloReflexiones,TweetDeck,361,166
1802,"""En la vida hay que vivir de realidades y no de ilusiones.""",SoloReflexiones,TweetDeck,361,156
1803,"""Tu opinión no define quien soy.""",SoloReflexiones,TweetDeck,360,165
1804,"“Odio acostumbrarme a hablar con una persona por muchas horas, porque cuando dejo de hacerlo siento que me falta algo.”",SoloReflexiones,Hootsuite,360,216
1805,"“A quien critique mis pasos, le presto mis zapatos.”",SoloReflexiones,Hootsuite,360,168
1806,DIOS... https://t.co/pK1M6HxPcW,SoloReflexiones,Twitter Web Client,360,818
1807,"Amor es mantenerse enamorado a pesar de las peleas y discusiones, y luchar para que las cosas puedan mejorar. Eso es amor.",SoloReflexiones,TweetDeck,360,206
1808,"""Definitivamente la solución a todo es dormir.""",SoloReflexiones,TweetDeck,360,164
1809,"""Las mejores sonrisas nacen a la mitad de un beso.""",SoloReflexiones,Hootsuite,360,179
1810,Y me terminó gustando más de lo que pensé.,SoloReflexiones,Hootsuite,359,181
1811,"No te veo, no te hablo, no te llamo, no te escribo... pero cómo te pienso.",SoloReflexiones,TweetDeck,359,197
1812,"""Hoy son errores, mañana son experiencias.""",SoloReflexiones,TweetDeck,359,169
1813,"""Más vale una verdad que duela que una mentira que ilusione.""",SoloReflexiones,TweetDeck,359,191
1814,"“Ríe, y el mundo reirá contigo. Llora, y llorarás solo.”",SoloReflexiones,Hootsuite,359,187
1815,"""No hay nada más bonito que una historia que empieza por una casualidad.""",SoloReflexiones,Twitter for Android,359,554
1816,"""Tú primero, el mundo después.""",SoloReflexiones,TweetDeck,358,212
1817,"""Qué bonito es leer un mensaje bien escrito.""",SoloReflexiones,TweetDeck,358,190
1818,"""Tengo ganas de que pase algo, algo místico, algo que cambie el rumbo de mi vida, pero que me haga feliz.""",SoloReflexiones,TweetDeck,358,210
1819,"Fingir que no duele, duele el doble.",SoloReflexiones,TweetDeck,358,208
1820,No sufras por alguien que le da igual tenerte o no.,SoloReflexiones,TweetDeck,357,163
1821,"""Ella se ve fría, pero no lo es. En realidad es muy dulce y tierna, sólo tiene miedo a que la lastimen otra vez.""",SoloReflexiones,TweetDeck,357,206
1822,"""A veces las cosas tienen que tocar fondo, para que puedan mejorar.""",SoloReflexiones,TweetDeck,357,168
1823,"""Si te duele es porque te importa.""",SoloReflexiones,TweetDeck,357,176
1824,"""¿Te doy un consejo? Nunca le falles a alguien que te quiera de verdad.""",SoloReflexiones,TweetDeck,357,169
1825,"""Sonríe y demuestra que eres más fuerte que tus problemas.""",SoloReflexiones,TweetDeck,357,150
1826,"""Tener el don de reírse por todo.""",SoloReflexiones,TweetDeck,357,181
1827,"Con música: he bailado, he llorado, he reído, he recordado, he besado, he amado. Con música he vivido.",SoloReflexiones,TweetDeck,356,162
1828,Que peligroso es necesitar tanto a alguien.,SoloReflexiones,TweetDeck,356,200
1829,"""El problema de las mentes cerradas es que siempre tienen la boca abierta.""",SoloReflexiones,TweetDeck,356,202
1830,"""Todas las mujeres necesitan un novio que también sea su mejor amigo.""",SoloReflexiones,TweetDeck,356,424
1831,"No te quedes con las ganas, hazlo.",SoloReflexiones,TweetDeck,356,174
1832,"""El verdadero amor, es un abrazo en los momentos difíciles.""",SoloReflexiones,TweetDeck,356,232
1833,"""Quien olvida algo rápido es porque nunca le importó.""",SoloReflexiones,TweetDeck,356,217
1834,Te ríes por que hablas a mis espaldas. Me río por que nunca lo haces en mi cara.,SoloReflexiones,TweetDeck,356,176
1835,"“Besos, abrazos, peleas, sonrisas, tristezas, pero contigo.”",SoloReflexiones,Hootsuite,356,168
1836,No dudes en hablarme si necesitas que alguien te escuche.,SoloReflexiones,TweetDeck,356,806
1837,"""El amor no es decir siempre juntos""",SoloReflexiones,TweetDeck,355,328
1838,“No se puede ser fuerte con alguien que es tu debilidad.”,SoloReflexiones,Hootsuite,355,179
1839,"Sonríe, es lo segundo mejor que puedes hacer con tus labios",SoloReflexiones,TweetDeck,355,176
1840,"Confianza no es saber todo del otro, es no necesitar saberlo.",SoloReflexiones,TweetDeck,355,366
1841,"En la vida no hay que dar explicaciones, al fin, la gente entiende lo que quiere entender y lo que le conviene.",SoloReflexiones,TweetDeck,355,198
1842,"— Te amo.
— ¿Mucho o poquito?
 — Mucho es poquito.",SoloReflexiones,TweetDeck,354,169
1843,"""Las ganas de ti no las pierdo nunca.""",SoloReflexiones,TweetDeck,354,191
1844,"No se hablan, pero se miran.",SoloReflexiones,Hootsuite,354,227
1845,"""Mi vida no es perfecta, pero estoy agradecido por todo lo que tengo."" Wiz Khalifa",SoloReflexiones,TweetDeck,353,135
1846,"""Al final te acostumbras y sonríes aunque todo sea una mierda.""",SoloReflexiones,TweetDeck,353,155
1847,"""No se puede ser fuerte, con alguien que es tu debilidad.""",SoloReflexiones,TweetDeck,353,157
1848,"""Nunca decepciones a quien te ama de verdad.""",SoloReflexiones,TweetDeck,353,166
1849,"""El respeto se gana. La honestidad se aprecia. La confianza se adquiere. La lealtad se devuelve.""",SoloReflexiones,TweetDeck,352,158
1850,"""Si algo te lastima quítalo de tu vida, te dolerá un tiempo, pero no toda la vida.",SoloReflexiones,TweetDeck,352,209
1851,"“La vida no se mide en minutos, se mide en momentos.”",SoloReflexiones,Hootsuite,352,169
1852,"""Muchos te conocen, pero pocos saben quién eres.""",SoloReflexiones,TweetDeck,351,131
1853,"“Quedarte callado después de escuchar algo que te dolió, y sonreír débilmente para que no noten que te dolió.”",SoloReflexiones,Hootsuite,351,199
1854,"“No te preocupes por lo que dicen de ti, recuerda que al árbol que más frutos da es al que más piedras le tiran.”",SoloReflexiones,Hootsuite,351,182
1855,"""La confianza es lo más difícil de conseguir y lo más fácil de perder.""",SoloReflexiones,TweetDeck,351,184
