,Texto,Usuario,Fuente,Conteo de retweets,Conteo de favoritos
820,"""Contigo lo que con nadie más.""",SoloReflexiones,TweetDeck,677,299
821,"""Luchando mil batallas por dentro, con mil sonrisas por fuera.""",SoloReflexiones,TweetDeck,676,262
822,"""Y me enamoré hasta de sus defectos.""",SoloReflexiones,TweetDeck,675,326
823,Lucha por todo aquello que te saque una sonrisa.,SoloReflexiones,Twitter Web Client,675,694
824,"""Escribir un mensaje con lágrimas en los ojos.",SoloReflexiones,TweetDeck,674,431
825,"""Recuerda: quien te quiere, te llama, te busca, te lo demuestra.""",SoloReflexiones,TweetDeck,673,291
826,"Nunca digas nunca, la vida da mil vueltas.",SoloReflexiones,TweetDeck,672,246
827,Dios les da las sus peores batallas a sus mejores guerreros.,SoloReflexiones,Hootsuite,672,300
828,"El ""Me caes mal"" a primera vista, si existe.",SoloReflexiones,TweetDeck,671,276
829,"""Ella se ve fría, pero no lo es. En realidad es muy dulce y tierna, sólo tiene miedo a que la lastimen otra vez.""",SoloReflexiones,TweetDeck,671,437
830,"""Hay actitudes que dan demasiado asco.""",SoloReflexiones,TweetDeck,671,256
831,"""Soy de esas personas que cuando se cansan de todo, se alejan.""",SoloReflexiones,Twitter for Android,670,932
832,"""En un mundo lleno de hipócritas, los sinceros somos los malos"".",SoloReflexiones,TweetDeck,670,263
833,"""Faltan personas, sobra gente.""",SoloReflexiones,TweetDeck,669,267
834,Un día sin reír es un día perdido.,SoloReflexiones,TweetDeck,669,1798
835,"""Si no te busco como antes es porque me has dado las razones suficientes para no hacerlo.""",SoloReflexiones,TweetDeck,669,730
836,"""Todo llega, todo pasa, todo cambia.""",SoloReflexiones,TweetDeck,668,370
837,"""Tienes dos opciones: te rindes o luchas por lo que quieres.""",SoloReflexiones,TweetDeck,668,334
838,No me gusta estar lejos de lo que quiero cerca.,SoloReflexiones,TweetDeck,668,1485
839,"""Con el tiempo te das cuenta quienes son los verdaderos amigos.""",SoloReflexiones,Hootsuite,668,261
840,"""Si tiene que ser, será.""",SoloReflexiones,TweetDeck,666,259
841,"Me tienes lejos o cerca, pero me tienes.",SoloReflexiones,Hootsuite,666,327
842,Un amigo es alguien que cree en ti incluso cuando tu has dejado de creer en ti mismo.,SoloReflexiones,Hootsuite,665,272
843,"""Es difícil esperar por algo que tú sabes que nunca pasará, pero es aún más difícil renunciar cuando sabes que es todo lo que quieres.""",SoloReflexiones,TweetDeck,664,314
844,"""Todo vale la pena si te hace reír."" Wiz Khalifa",SoloReflexiones,TweetDeck,663,283
845,"""¿Te doy un consejo? Nunca le falles a alguien que te quiera de verdad.""",SoloReflexiones,TweetDeck,661,275
846,Te amo en todos tus estados de ánimo y por encima de todos tus defectos.,SoloReflexiones,Hootsuite,661,308
847,''Fuerte es quien llora a escondidas y ríe en público.'' -Bob Marley,SoloReflexiones,TweetDeck,660,291
848,"""Tus actos siempre hablan más alto y más claro que tus palabras.""",SoloReflexiones,Twitter for Android,660,764
849,"""Mi madre es la persona que más sonrisas mías se merece, y al final es la que peores caras siempre se lleva.""",SoloReflexiones,TweetDeck,659,404
850,"Tal vez no fui lo que querías, ni resulté ser lo que necesitabas, pero una cosa es cierta: fui más de lo que merecías.",SoloReflexiones,TweetDeck,659,824
851,"""Nunca dejes de intentar sólo por miedo a equivocarte.""",SoloReflexiones,TweetDeck,659,244
852,"""El dolor cambia a las personas.""",SoloReflexiones,TweetDeck,659,274
853,Nunca digas ''no tengo nada que hacer'' cerca de tu mamá.,SoloReflexiones,TweetDeck,658,263
854,"""Es más fácil sonreír que explicar porque estás triste.""",SoloReflexiones,TweetDeck,656,294
855,Ya llegará... https://t.co/u9Hp4KV3wB,SoloReflexiones,TweetDeck,656,2668
856,"""Serás feliz me dijo la vida, pero primero te haré fuerte, tan fuerte que el que te haga daño se arrepentirá.""",SoloReflexiones,TweetDeck,655,658
857,"Enséñame a no querer hablar contigo todo el tiempo, porque a mi no me sale como a ti.",SoloReflexiones,Hootsuite,652,379
858,Valora lo que tienes que puedes perder diamantes por andar recogiendo piedras.,SoloReflexiones,Hootsuite,652,294
859,"""A veces no hay próxima vez, a veces no hay segundas oportunidades, a veces es ahora o nunca."" Bob Marley",SoloReflexiones,TweetDeck,652,278
860,"""Si me alejo no es porque no te quiera, sino porque entendí que no me necesitas.""",SoloReflexiones,TweetDeck,651,346
861,"""El mundo estaría mejor si la gente abriera más los ojos y cerrara más la boca.""",SoloReflexiones,Hootsuite,651,265
862,"""Si me alejo no es porque no te quiera, sólo que entendí que no me necesitas.""",SoloReflexiones,TweetDeck,651,337
863,"Siempre habrá: 
Una fecha 
una palabra 
una mirada 
una película 
un perfume 
un momento 
un lugar 
y una sonrisa que me recuerde a ti.",SoloReflexiones,TweetDeck,650,392
864,"""Serás feliz me dijo la vida, pero primero te enseñaré a ser  fuerte.""",SoloReflexiones,TweetDeck,649,343
865,"""A veces las cosas llegan cuando las dejas de buscar.""",SoloReflexiones,TweetDeck,648,292
866,"A veces, debes aceptar las cosas como son y no como quieres que sean.",SoloReflexiones,TweetDeck,647,516
867,"Dormir es bueno, te olvidas de todo por un rato.",SoloReflexiones,Twitter Web Client,647,291
868,"Quizás no lloro, pero me duele.
Quizás no lo digo, pero lo siento.
Quizás no lo demuestro, pero me importa.",SoloReflexiones,Hootsuite,645,287
869,"SÁBADO 1 DE AGOSTO: Hoy afirmo con mucha fe que en este nuevo mes de agosto todo me saldrá bien y mis días estarán llenos de dicha, bendición y prosperidad, porque Dios está conmigo y donde Él está, todo es perfecto. Amén 🙏",SoloReflexiones,Twitter for iPhone,645,2073
870,"""Querer decir tanto y saber que es mejor no decir nada.""",SoloReflexiones,Twitter for Android,645,824
871,"""Prefiero andar con locos que con falsos.""",SoloReflexiones,TweetDeck,644,274
872,Te quiero ver callando bocas y cumpliendo tus metas.,SoloReflexiones,TweetDeck,644,1529
873,"""Me gusta saber la verdad, aunque duela"".",SoloReflexiones,TweetDeck,643,237
874,"Soy celoso, lo sé. Tengo mil defectos, lo sé. Pero tengo una gran virtud: cuando digo ""te quiero"", lo digo en serio.",SoloReflexiones,TweetDeck,642,299
875,"""Vivamos y que pase lo que tenga que pasar.""",SoloReflexiones,TweetDeck,642,233
876,"""Prefiero andar con locos que con falsos"".",SoloReflexiones,TweetDeck,642,229
877,"""La gente buena nos da felicidad, la mala, experiencia"".",SoloReflexiones,TweetDeck,641,285
878,"No confíes en nadie, recuerda que el diablo fue una vez un ángel.",SoloReflexiones,TweetDeck,640,265
879,"A veces Dios no cambia tu situación, porque quiere cambiar tu corazón.",SoloReflexiones,TweetDeck,639,2032
880,Reír para no llorar. Dormir para no pensar.,SoloReflexiones,TweetDeck,637,291
881,"""La lluvia cae porque la nube ya no puede soportar el peso. Las lágrimas caen porque el corazón ya no puede soportar el dolor.""",SoloReflexiones,TweetDeck,637,370
882,"""Siempre existirá esa persona que es y será tu DEBILIDAD.""",SoloReflexiones,TweetDeck,636,289
883,"""Tarde o temprano, todo se sabe.""",SoloReflexiones,TweetDeck,635,268
884,"Hay personas que te lastiman con sus palabras, otras con sus actitudes y otras con no hacer nada.",SoloReflexiones,Hootsuite,635,290
885,"No quiero ser un capítulo, quiero ser tu historia.",SoloReflexiones,TweetDeck,635,307
886,"""Mi felicidad depende de alguien, ese alguien soy yo.""",SoloReflexiones,TweetDeck,633,244
887,"No sé si eres el amor de mi vida, pero sé que eres la persona de mis momentos felices.",SoloReflexiones,TweetDeck,633,406
888,"No vivas de las apariencias, siempre cambian. No vivas de las mentiras, al final se descubren. No vivas para nadie, vive para ti.",SoloReflexiones,TweetDeck,633,381
889,"Sé humilde para admitir tus errores, inteligente para aprender de ellos y maduro para corregirlos.",SoloReflexiones,Hootsuite,633,204
890,"""Te di todo, hasta lo que no tenía"".",SoloReflexiones,TweetDeck,632,332
891,"""No juzgues mis decisiones sin conocer mis razones.""",SoloReflexiones,TweetDeck,632,217
892,"""Soy responsable de lo que digo, no de lo que entiendes.""",SoloReflexiones,TweetDeck,632,248
893,"""Nunca te disculpes por mostrar tus sentimientos, cuando lo haces, te estás disculpando por decir la verdad.""",SoloReflexiones,TweetDeck,632,722
894,"Una cara bonita, no significa un lindo corazón.",SoloReflexiones,Hootsuite,632,289
895,Suelta todo.. https://t.co/TysTDn0Ip6,SoloReflexiones,Twitter for Android,631,1344
896,"Del otoño aprendí que aunque las hojas caigan, el árbol sigue de pie.",SoloReflexiones,Twitter for Android,631,1355
897,"""Lo que empieza jugando, termina gustando.""",SoloReflexiones,TweetDeck,629,304
898,"""Tropezar no es malo, encariñarse con la piedra sí.""",SoloReflexiones,TweetDeck,629,250
899,"""Pasar por ese lugar, y acordarte de ese día.""",SoloReflexiones,TweetDeck,629,254
900,Las cosas siempre pasan por algo.,SoloReflexiones,TweetDeck,629,247
901,"El corazón también se cansa de esperar, de callar y de intentar.",SoloReflexiones,TweetDeck,629,302
902,"""Serás feliz me dijo la vida, pero primero te haré fuerte.""",SoloReflexiones,TweetDeck,629,268
903,"""No se puede tener un arcoíris sin un poco de lluvia.""",SoloReflexiones,TweetDeck,628,283
904,"2020: ""Querido yo, voy a hacerte sentir tan orgulloso""",SoloReflexiones,Twitter for Android,628,1215
905,No confundas ser directo con hacer daño.,SoloReflexiones,TweetDeck,627,275
906,"El peor sentimiento es fingir que no te importa algo, cuando en realidad es en lo único que piensas.",SoloReflexiones,TweetDeck,625,296
907,"""He llorado sin que se me cayese una lágrima, he gritado en el completo silencio y he sonreído a todo el que disfrutaba viéndome sufrir.""",SoloReflexiones,TweetDeck,625,388
908,"Mi felicidad no tiene precio, pero tiene nombre.",SoloReflexiones,TweetDeck,624,316
909,Y si le importas hará de todo para estar bien contigo.,SoloReflexiones,Twitter for Android,624,1235
910,"""Y yo que me fallé mil veces a mí por no fallarte a ti.""",SoloReflexiones,TweetDeck,623,389
911,"""La única persona que necesitas en tu vida, es aquella que te demuestra que te necesita en la suya.""",SoloReflexiones,TweetDeck,623,615
912,"Quiero que tú seas mí "" y vivieron felices para siempre""",SoloReflexiones,Hootsuite,622,569
913,"""Jamas algo que valga la pena sera sencillo."" Bob Marley",SoloReflexiones,TweetDeck,622,265
914,"""Los planes de Dios son más grandes que tus problemas.""",SoloReflexiones,TweetDeck,622,622
915,"""No cambié, solo aprendí, y aprender no es cambiar, es crecer.""",SoloReflexiones,TweetDeck,622,315
916,"""Estar sólo no es malo, lo malo es estar con alguien y sentirte sólo.""",SoloReflexiones,TweetDeck,621,376
917,"""Mientras más triste sea tu historia, más fuerte debe ser tu sonrisa"".",SoloReflexiones,TweetDeck,621,298
918,"""Las grandes historias nunca terminan.""",SoloReflexiones,TweetDeck,620,272
919,"No pasa nada, pero pasan los días.",SoloReflexiones,TweetDeck,619,289
920,"""Hagas lo que hagas, siempre habrá alguien que te critique.""",SoloReflexiones,TweetDeck,619,291
921,"""Quien revisa lo que no debe, se entera de lo que no quiere.""",SoloReflexiones,Hootsuite,619,299
922,Quiero intentarlo contigo hasta que nos salga bien.,SoloReflexiones,TweetDeck,618,373
923,Y miento si digo que no me importa.,SoloReflexiones,TweetDeck,618,288
924,"""Me gustaría irme a vivir a mi imaginación, ahí siempre pasan cosas divertidas.""",SoloReflexiones,TweetDeck,617,271
925,Hay silencios que dicen más que las palabras.,SoloReflexiones,TweetDeck,617,285
926,"“La confianza no se pide, se gana.”",SoloReflexiones,TweetDeck,617,275
927,"""Ver fotos antiguas y pensar en como las cosas han cambiado""",SoloReflexiones,TweetDeck,617,254
928,"""Lo único imposible es aquello que no intentas."" Bob Marley",SoloReflexiones,TweetDeck,617,214
929,"""No pienses tanto, deja que la vida te sorprenda.""",SoloReflexiones,TweetDeck,616,322
930,"Que te quiera la familia de un amigo, es una de las mejores cosas que te puede pasar en la vida.",SoloReflexiones,TweetDeck,616,1905
931,"Cada dolor te hace más fuerte, cada traición más inteligente, cada desilusión más hábil, y cada experiencia más sabio.",SoloReflexiones,Hootsuite,616,296
932,"""La distancia no significa nada cuando la persona significa todo.""",SoloReflexiones,TweetDeck,616,322
933,Qué ganas más tontas de querer abrazarte.,SoloReflexiones,TweetDeck,616,269
934,"""Estar con alguien que está orgulloso de tenerte.""",SoloReflexiones,TweetDeck,615,322
935,"""Si pensara menos, todo me iría mejor.""",SoloReflexiones,TweetDeck,615,233
936,"""Quiero ser tu vida por el resto de la mía"".",SoloReflexiones,Hootsuite,615,324
937,"""El Karma no es una venganza, es el reflejo de tus actos"".",SoloReflexiones,TweetDeck,615,243
938,"""No existe falta de tiempo, existe falta de interés.""",SoloReflexiones,TweetDeck,614,293
939,La gente cambia y a menudo se convierten en las personas que dijeron que nunca serían.,SoloReflexiones,TweetDeck,614,256
940,"""Prohibido rendirse. Respira hondo y sigue.""",SoloReflexiones,TweetDeck,613,265
941,"Yo no cambio por nadie, mejoro por quien lo merece.",SoloReflexiones,TweetDeck,613,271
942,"""Finges que no te importa, pero te mata por dentro.""",SoloReflexiones,TweetDeck,611,280
943,"""La vida es muy corta para las excusas. Define tus metas y ve tras ellas.""",SoloReflexiones,TweetDeck,611,281
944,"""Momentos que duran segundos pero puedes estar horas y horas pensando en ellos.""",SoloReflexiones,TweetDeck,610,251
945,"""Vive la vida, disfruta el momento y a la mierda lo que diga el resto.""",SoloReflexiones,TweetDeck,610,325
946,"""No esperes de mí, lo que yo no recibo de ti.""",SoloReflexiones,TweetDeck,610,249
947,"""Quédate con la persona que sin tocarte te haga sentir todo."" 3MSC",SoloReflexiones,TweetDeck,609,327
948,Nunca olvides de ser feliz.,SoloReflexiones,Hootsuite,609,229
949,"""Quién te la hace riendo, te las pagará llorando.""",SoloReflexiones,TweetDeck,608,322
950,"Llorar es feo pero llorar de la bronca o del cansancio que te causa haber aguantado muchas cosas, eso es lo peor que existe.",SoloReflexiones,TweetDeck,608,1618
951,Huye de las personas que apagan tu sonrisa.,SoloReflexiones,Twitter for Android,608,1084
952,"""Si callas es malo, si eres sincero es peor.""",SoloReflexiones,TweetDeck,608,239
953,"""Las mejores personas llegan sin ser buscadas.""",SoloReflexiones,TweetDeck,608,248
954,"Sin ser tatuaje, marcaste mi vida para siempre.",SoloReflexiones,Hootsuite,608,284
955,"A veces no estoy bien, pero sonrío.",SoloReflexiones,Hootsuite,607,238
956,"""Poco a poco la vida me enseña por quién debo luchar y a quién renunciar.""",SoloReflexiones,TweetDeck,607,250
957,"""Luchando mil batallas por dentro, con mil sonrisas por fuera.""",SoloReflexiones,TweetDeck,607,328
958,"""Yo conozco muy bien mi propia historia, por lo tanto soy el único que puedo juzgarme, criticarme y aplaudirme cuando yo quiera.""",SoloReflexiones,TweetDeck,607,345
959,"""Yo también tengo una persona en el cielo, que amo y extraño mucho.""",SoloReflexiones,TweetDeck,607,345
960,"""No uses tus ojos para llorar por la persona equivocada: ¡úsalos para buscar a la persona correcta!""",SoloReflexiones,TweetDeck,606,324
961,"""Vale la pena esperar, por lo que vale la pena tener.""",SoloReflexiones,TweetDeck,606,264
962,"""Tener ahora mismo a kilómetros a quien quisieras tener a centímetros.""",SoloReflexiones,Hootsuite,605,269
963,"""Nacímos para cometer errores, no para fingir ser una persona perfecta.""",SoloReflexiones,TweetDeck,605,219
964,"""Si una persona vuelve a tu vida para remediar el error que cometió, Entonces vale la pena.""",SoloReflexiones,TweetDeck,605,384
965,"Te prometí un día que siempre voy a estar ahí en las buenas y en las malas, aunque tú no me hables ni yo a ti, esa promesa quedará...",SoloReflexiones,Hootsuite,604,356
966,"Me dijeron “confía"" cuando me estaban fallando.",SoloReflexiones,TweetDeck,603,1412
967,"“Odio acostumbrarme a hablar con una persona a toda hora, y cuando dejo de hacerlo siento que me falta algo.”",SoloReflexiones,Hootsuite,603,338
968,"""Tres cosas que nos impiden avanzar: orgullo, pena y miedo.""",SoloReflexiones,TweetDeck,603,359
969,"""Una actitud puede matar las ganas de luchar por alguien.""",SoloReflexiones,TweetDeck,602,361
970,"""Ojalá que lo que estás buscando valga más de lo que estás perdiendo.""",SoloReflexiones,TweetDeck,602,390
971,"""No te nace, no lo hagas; no lo sientes, no lo digas; si prometes, cumple. Así de simple.""",SoloReflexiones,TweetDeck,602,594
972,Pasaron de hablar 24 horas al día a hablar una hora cada 24 días.,SoloReflexiones,TweetDeck,602,344
973,"""No pagues con la misma moneda, demuestra que eres mejor.""",SoloReflexiones,TweetDeck,601,448
974,"""Sólo tú y yo sabemos lo que pasó y sigue pasando.""",SoloReflexiones,TweetDeck,601,316
975,"Te quiero, sin importar las peleas. 
Te quiero, sin importar la distancia. 
Te quiero, sin importar los demás.",SoloReflexiones,TweetDeck,601,268
976,"""""Ella llora con sonrisas y nadie se da cuenta.""",SoloReflexiones,TweetDeck,601,290
977,"Espera de mí, lo que recibo de ti.",SoloReflexiones,Hootsuite,600,256
978,“Nunca dejes que la tristeza de tu pasado y el miedo a tu futuro arruine la felicidad de tu presente.”,SoloReflexiones,Hootsuite,600,288
979,"""Hay actitudes que duelen, cosas que confunden y orgullo que distancia.""",SoloReflexiones,TweetDeck,600,299
980,"Me encantas, ¿lo entiendes o te lo explico a besos?",SoloReflexiones,TweetDeck,599,319
981,"""Cuando amas a alguien, aprendes a amar plenamente, no sólo las cosas buenas sino también las malas.""",SoloReflexiones,TweetDeck,599,348
982,"""Un mal capítulo no es el fin de la historia.""",SoloReflexiones,TweetDeck,598,279
983,"El amor no se encuentra, ni se espera, el amor se hace, se construye, se cultiva y se cuida como un tesoro.",SoloReflexiones,TweetDeck,598,1406
984,"Piensa en grande y tus hechos crecerán. 
Piensa en pequeño y te quedarás atrás.
Piensa que puedes y podrás.",SoloReflexiones,Hootsuite,598,216
985,Solo recuerda que yo estuve allí cuando nadie más lo estuvo.,SoloReflexiones,TweetDeck,598,552
986,"""Se paciente, a veces hay que pasar por lo peor para conseguir lo mejor.""",SoloReflexiones,Twitter for Android,597,793
987,"""A veces la tristeza se expresa con mal humor.""",SoloReflexiones,TweetDeck,597,335
988,"“Jamás pagues con la misma moneda, demuestra que eres mejor persona.”",SoloReflexiones,Hootsuite,596,317
989,"""Tres cosas que nos impiden avanzar: orgullo, pena y miedo.""",SoloReflexiones,TweetDeck,596,397
990,Algunas personas pasan por nuestra vida para enseñarnos a no ser como ellas.,SoloReflexiones,TweetDeck,595,285
991,"""Me gustan los abrazos sin motivo.""",SoloReflexiones,TweetDeck,595,221
992,Las palabras duelen cuando te importa quién te las dice.,SoloReflexiones,TweetDeck,594,275
993,"""Mientras más lentos sean los besos, más rápido son los latidos.""",SoloReflexiones,TweetDeck,594,344
994,"""A mí el mal genio se me nota en la cara, en la forma de hablar, de mirar, de respirar y en las ganas de querer matar, pero en nada más.""",SoloReflexiones,TweetDeck,594,256
995,"El truco está en fingir que no te importa, aunque te estés muriendo por dentro.",SoloReflexiones,TweetDeck,593,350
996,"""Poco a poco la vida me enseña por quién debo luchar y a quién renunciar.""",SoloReflexiones,TweetDeck,593,264
997,"""El éxito de la vida no está en vencer siempre, sino en no rendirse nunca.""",SoloReflexiones,TweetDeck,592,213
998,"""Lo bueno tarda en llegar, porque lo que fácil llega, fácil se va.""",SoloReflexiones,TweetDeck,592,333
999,"""Pasar por ese lugar, y acordarte de ese día.""",SoloReflexiones,TweetDeck,591,329
1000,"""A veces es mejor no pensar en nada y dejar que las cosas pasen como deben de ser.""",SoloReflexiones,TweetDeck,591,351
1001,Yo también le hablo a mi perro como si me fuese a contestar :),SoloReflexiones,TweetDeck,589,294
1002,"""Arriésgate por todo aquello que te hace feliz.""",SoloReflexiones,TweetDeck,588,276
1003,"""Sólo existe un tiempo y una vida para amar y para ser feliz, ésta es tu vida y este es tu tiempo, no desperdicies un segundo.""",SoloReflexiones,TweetDeck,587,309
1004,Si no le hablaste al ventilador para escucharte la voz como un robot no tuviste infancia.,SoloReflexiones,TweetDeck,587,313
1005,"""Nada como alguien que te quiera hasta cuando estás insoportable.""",SoloReflexiones,TweetDeck,587,270
1006,Me comprometo a cambiarte las lágrimas por sonrisas.,SoloReflexiones,TweetDeck,586,1841
1007,"""Si el camino es difícil, es porque vas en la dirección correcta.""",SoloReflexiones,TweetDeck,586,251
1008,"Un día me vas a extrañar, vas a extrañar mis sms, mis chistes, mi risa, mi todo y lo mejor es que cuando ese día llegue, ya no te extrañaré.",SoloReflexiones,Twitter for iPhone,584,1694
1009,"""La humildad no es una debilidad, es una fortaleza.""",SoloReflexiones,Twitter for Android,584,769
1010,"""La vida me enseñó que hay que creer en hechos, no en palabras.""",SoloReflexiones,TweetDeck,584,231
1011,"""Dicen que el que menos demuenstra es el que más siente."" Bob Marley",SoloReflexiones,TweetDeck,583,303
1012,"A mí me hicieron mierda y acá sigo sin cagar a nadie, porque estar roto no te da derecho a romper.",SoloReflexiones,TweetDeck,583,1348
1013,"""Y me despedí sabiendo que no quería irme.""",SoloReflexiones,TweetDeck,582,412
1014,"Un abrazo significa ""te necesito"". Un beso significa ""te amo"". Una llamada significa ""te extraño"".",SoloReflexiones,TweetDeck,582,302
1015,"""Todo pasa por algo, pero lo que no pasa, también es por algo.""",SoloReflexiones,TweetDeck,582,452
1016,"Muchas veces creemos que la vida nos dice “no”, cuando en realidad solo nos dice “espera”.",SoloReflexiones,TweetDeck,582,270
1017,"""Te conocí como a cualquiera, sin buscar nada, y terminé queriéndote como a nadie, encontrándolo todo.""",SoloReflexiones,TweetDeck,582,308
1018,"Si mi sonrisa mostrara el fondo de mi alma mucha gente al verme sonreír, lloraría conmigo.",SoloReflexiones,Hootsuite,580,322
1019,"""Hay tres cosas en la vida que se van y no regresan jamás: las palabras, el tiempo y las oportunidades.""",SoloReflexiones,TweetDeck,580,200
1020,"""Si algún día me echas de menos, recuerda que un día me tuviste allí y te importó una mierda.""",SoloReflexiones,TweetDeck,580,357
1021,La inseguridad te hace mierda la cabeza.,SoloReflexiones,TweetDeck,580,1394
1022,"Si pudiera regresar el tiempo, te diría todo lo que callé.",SoloReflexiones,TweetDeck,579,255
1023,"""Se vale estar triste.
Se vale no siempre ser la persona alegre que todos quieren.
Se vale no querer hablar con nadie.
Se vale ser humano.""",SoloReflexiones,Twitter for Android,579,843
1024,"""En la vida se pierde más por miedo que por intentar.""",SoloReflexiones,TweetDeck,579,200
1025,Hay recuerdos que consevaré para mi y aunque te vayas no dejaré que te los lleves.,SoloReflexiones,Hootsuite,579,277
1026,"En la vida no perdemos amigos, solo descubrimos quienes son los verdaderos.",SoloReflexiones,TweetDeck,578,258
1027,“A mí también me gustaría volver al pasado y cambiar algo.”,SoloReflexiones,TweetDeck,577,254
1028,"""No pagues con la misma moneda, demuestra que eres mejor.""",SoloReflexiones,TweetDeck,577,517
1029,"""Si no luchas por lo que quieres, nadie lo va a hacer por ti.""",SoloReflexiones,TweetDeck,577,322
1030,"""Entre un choque de miradas, una sonrisa es el mejor accidente.""",SoloReflexiones,TweetDeck,576,369
1031,"Tienes un ""no sé que"", que me pone ""no sé como""...",SoloReflexiones,Hootsuite,576,244
1032,"Se piensan.
Se quieren.
Se adoran.
Se desean.
Se necesitan.
No están juntos.",SoloReflexiones,TweetDeck,575,322
1033,"El tiempo te da las opciones, pero tú tomas las decisiones.",SoloReflexiones,TweetDeck,574,174
1034,"""No tengo todo lo que quiero, pero quiero todo lo que tengo.""",SoloReflexiones,Hootsuite,574,246
1035,"""No cambié solo aprendí, y aprender no es cambiar, es crecer.""",SoloReflexiones,TweetDeck,574,394
1036,"Se ríen de mi por ser diferente, yo me río de ellos por ser todos iguales.",SoloReflexiones,TweetDeck,574,277
1037,"""Mirar al cielo y sonreír por que alguien te cuida.""",SoloReflexiones,TweetDeck,573,227
1038,"Donde hay amor, no hay mentiras.",SoloReflexiones,Hootsuite,573,340
1039,𝗤𝘂𝗶𝗲𝗻 𝘁𝗲 𝗾𝘂𝗶𝗲𝗿𝗲 𝗵𝗮𝗰𝗲 𝗾𝘂𝗲 𝘁𝗲 𝗾𝘂𝗶𝗲𝗿𝗮𝘀.,SoloReflexiones,TweetDeck,572,1425
1040,"""Algunas personas pasan por nuestra vida para enseñarnos a no ser como ellas.""",SoloReflexiones,TweetDeck,571,282
1041,"""Donde hay soberbia, habrá ignorancia; pero donde hay humildad, habrá sabiduría.""",SoloReflexiones,TweetDeck,570,297
1042,"“Me fallé mil veces a mi, para no fallarte a ti.”",SoloReflexiones,Hootsuite,570,307
1043,"""La vida es tan buena maestra que si no aprendes la lección, te la repite.""",SoloReflexiones,TweetDeck,570,221
1044,Me importa más la compañía que el plan.,SoloReflexiones,TweetDeck,570,1242
1045,"""Prefiero andar con locos que con falsos.""",SoloReflexiones,TweetDeck,570,226
1046,"""La confianza es lo más difícil de conseguir y lo más fácil de perder.""",SoloReflexiones,TweetDeck,569,277
1047,"Olvídate de todo, menos de ser feliz.",SoloReflexiones,TweetDeck,569,202
1048,El orgullo siempre termina matando sentimientos.,SoloReflexiones,Hootsuite,569,252
1049,"""La humildad no es ser pobre, es ser una persona honesta y sencilla, que no tenga amigos por el dinero, si no, por lo que son.""",SoloReflexiones,TweetDeck,569,313
1050,"""En la vida se pierde más por miedo que por intentar.""",SoloReflexiones,TweetDeck,568,253
1051,"""Y cuando menos esperas, las cosas buenas llegan.""",SoloReflexiones,TweetDeck,568,233
1052,"""He llorado sin que se me cayese una lágrima, he gritado en el completo silencio y he sonreído a todo el que disfrutaba viéndome sufrir.""",SoloReflexiones,TweetDeck,568,328
1053,"""Hay personas que con tan solo verlas te alegran el día.""",SoloReflexiones,TweetDeck,567,260
1054,"""El perdón no se le niega a nadie, pero la confianza nunca se recupera.""",SoloReflexiones,TweetDeck,567,282
1055,"""Un Príncipe no es aquel que tiene un palacio y mucha fortuna, sino aquel que te respeta, te protege y te quiere.""",SoloReflexiones,TweetDeck,565,319
1056,"""Serás feliz me dijo la vida, pero primero te enseñaré a ser  fuerte.""",SoloReflexiones,TweetDeck,565,316
1057,"""Cuando te vuelves frío las personas empiezan a valorar quien eras antes.""",SoloReflexiones,TweetDeck,565,308
1058,"""A veces quien menos demuestra es quien más siente.""",SoloReflexiones,TweetDeck,565,269
1059,"No pienso en otra cosa, solo pienso en tu boca con mi boca.",SoloReflexiones,TweetDeck,563,283
1060,"""Las casualidades no existen. Todo pasa por algo.""",SoloReflexiones,TweetDeck,563,270
1061,"""Ser fiel es una cuestión de actitud, no de obligación.""",SoloReflexiones,TweetDeck,563,369
1062,"""Más vale pasos cortos, pero firmes que pasos largos e inseguros.""",SoloReflexiones,TweetDeck,563,218
1063,"Fingir que no duele, duele el doble.",SoloReflexiones,Twitter for Android,562,1033
1064,"Yo no buscaba a nadie, y te vi.",SoloReflexiones,TweetDeck,561,354
1065,"Si por mi actitud se fueron, no vuelvan. Sigo igual.",SoloReflexiones,TweetDeck,561,1219
1066,"""Si algún día me necesitas, háblame. No importa todo lo que haya pasado. Yo voy a estar.""",SoloReflexiones,TweetDeck,560,343
1067,"""Si te enojas, te entiendo; si no me hablas, te entiendo; si me ignoras, te entiendo; pero si te dejo de querer es tu turno de entender.""",SoloReflexiones,Twitter for Android,560,1020
1068,"""Cada día tengo más claro quien merece estar en mi vida y quien no.""",SoloReflexiones,TweetDeck,560,286
1069,"""Nunca llamaría error a alguien que un día me hizo feliz.""",SoloReflexiones,TweetDeck,560,354
1070,"Nadie nota tu dolor, tus lágrimas, tus sentimientos; pero todos notan tus errores.",SoloReflexiones,TweetDeck,560,255
1071,"Cuando una mujer se enamora de verdad de un hombre, la única persona capaz de arruinar ese amor es ese mismo hombre.",SoloReflexiones,TweetDeck,560,307
1072,"""Mientras yo sepa lo que soy, no me importa lo que diga la gente.""",SoloReflexiones,TweetDeck,559,295
1073,"""No todos lloramos de la misma manera, hay sonrisas que esconden miles de lágrimas.""",SoloReflexiones,TweetDeck,559,292
